Width	Heigh	Diameter	Season	Manufacturer
45	29	22	1	145
104	13	37	2	122
43	22	23	2	70
3	29	8	3	21
39	37	27	4	48
122	22	3	4	106
33	1	16	3	17
100	6	9	4	62
133	5	12	2	91
130	25	25	4	76
121	11	6	2	145
11	12	30	2	158
93	19	26	4	103
59	37	12	1	18
12	9	26	4	90
12	11	13	1	70
141	13	5	4	60
21	34	27	2	69
152	9	33	3	68
104	9	3	4	56
85	23	37	1	6
96	33	40	4	84
66	16	41	4	24
113	15	17	2	37
144	26	4	4	45
11	35	8	3	108
27	26	33	4	7
23	6	15	3	13
2	33	37	3	81
81	25	28	2	121
35	31	27	1	41
101	10	37	3	68
42	1	31	4	161
83	38	31	1	100
99	38	18	2	144
16	12	37	2	47
84	19	39	4	18
91	38	18	2	114
45	1	2	4	33
15	38	4	2	55
62	12	17	1	54
142	5	7	2	119
46	38	22	4	113
10	29	12	1	1
114	11	2	1	25
27	3	25	3	172
89	5	19	3	206
23	18	29	4	160
146	29	2	1	48
130	2	2	3	55
97	17	9	4	112
26	2	33	3	176
132	1	12	1	160
22	12	40	3	118
28	30	15	3	114
38	4	23	2	34
124	32	32	3	207
5	12	13	4	16
77	7	21	2	7
102	27	17	3	51
35	12	12	4	49
147	23	20	2	199
119	26	28	3	174
74	3	33	4	115
148	12	32	4	100
45	29	18	3	126
144	10	37	1	24
73	26	28	4	115
101	7	38	4	27
99	2	13	4	92
94	14	36	3	159
10	27	1	2	50
58	9	27	1	204
131	21	14	3	101
121	31	22	3	31
39	3	38	3	80
16	29	7	3	130
30	1	30	4	133
139	35	10	2	137
4	16	9	2	114
20	30	32	3	114
64	21	5	2	121
82	13	24	1	68
56	34	38	3	58
124	8	25	1	102
1	28	8	1	134
49	23	36	4	40
65	8	13	4	171
58	26	15	3	147
84	32	38	1	111
43	18	37	2	48
71	36	39	2	35
6	8	16	3	204
5	11	41	4	115
114	7	3	2	11
96	23	38	4	128
69	36	16	4	88
67	26	37	1	46
33	36	20	3	52
75	32	10	4	87
30	1	23	1	22
76	30	11	4	93
108	12	16	4	5
120	16	38	4	118
50	11	22	1	112
62	11	16	2	103
31	22	24	2	34
146	21	7	4	8
78	11	4	4	22
65	18	22	1	99
35	20	31	4	177
89	22	2	4	165
25	32	31	2	23
36	13	3	2	109
120	14	39	2	26
120	12	2	1	168
106	23	4	1	12
102	32	9	1	31
38	3	8	3	146
108	26	7	3	109
30	34	5	1	177
99	15	7	3	35
42	34	30	3	59
137	12	27	4	190
102	25	15	1	113
112	18	3	1	70
127	37	21	4	41
93	2	18	3	18
104	12	22	2	86
75	29	31	2	128
141	34	27	2	204
61	14	11	4	201
75	18	13	4	123
70	13	29	1	167
12	32	37	4	132
148	32	28	4	89
51	16	15	4	93
133	17	23	1	172
145	19	17	4	92
37	34	34	1	75
120	37	19	2	4
147	31	10	2	176
126	21	10	3	141
35	28	20	1	35
35	1	12	2	113
129	4	22	1	73
36	23	18	3	199
81	13	1	1	172
63	11	27	2	25
59	19	2	2	22
134	16	26	2	183
90	26	38	2	84
28	20	31	3	126
85	26	29	1	38
70	37	21	3	6
16	4	8	1	204
73	16	17	4	94
63	5	41	3	156
18	28	21	2	73
50	10	39	4	197
39	7	6	1	50
108	34	41	1	179
69	4	11	3	41
105	1	2	3	142
13	24	5	1	122
148	25	34	3	193
128	21	10	3	39
24	35	15	4	27
80	37	19	2	140
44	5	30	3	147
151	31	30	2	141
66	17	35	2	111
90	31	29	3	102
40	11	35	2	196
118	33	6	1	163
91	9	29	4	123
24	22	18	3	143
62	16	17	4	70
132	13	13	2	128
116	21	16	3	138
90	3	26	3	91
94	27	14	2	164
107	33	11	1	142
36	6	11	4	164
46	31	20	1	89
97	37	6	4	10
71	38	18	2	41
113	19	11	2	126
34	18	38	3	139
104	13	14	1	43
15	7	12	3	14
31	17	17	1	145
11	29	26	1	149
54	10	32	1	122
135	15	11	4	80
21	8	24	1	155
6	7	29	3	159
73	33	25	1	203
18	18	36	3	133
102	29	28	1	188
64	30	37	1	204
151	21	40	4	120
19	32	18	4	180
100	24	14	1	186
31	29	30	2	186
66	22	30	2	37
143	25	9	3	171
47	37	33	4	103
146	12	33	1	79
119	35	20	3	151
126	26	13	4	148
26	32	33	2	74
119	5	7	3	178
148	31	19	4	146
129	23	30	1	130
125	19	16	1	188
53	24	15	4	23
120	19	30	3	175
70	1	9	2	115
20	30	3	4	21
112	19	32	3	198
32	15	1	4	147
42	10	25	1	42
54	1	29	2	118
92	16	40	2	107
131	23	26	1	167
41	32	23	3	113
56	4	38	2	113
108	34	40	4	10
73	9	39	1	78
49	27	2	3	162
50	5	1	4	52
123	4	27	3	33
124	14	24	3	98
87	6	15	4	140
78	36	27	4	155
34	27	39	4	93
42	34	6	4	132
56	13	8	1	163
128	34	34	4	9
109	30	33	4	57
113	24	36	2	188
128	18	9	1	32
59	34	19	3	75
54	26	16	4	61
55	23	1	1	12
54	17	35	1	124
46	1	29	4	24
52	36	28	3	137
27	5	35	3	187
137	1	6	1	169
138	26	3	1	117
122	27	24	1	16
29	37	26	1	133
5	26	17	2	136
141	5	21	4	160
20	21	4	2	111
51	23	22	4	199
118	30	28	4	87
147	16	15	1	20
98	4	34	2	4
122	27	10	3	27
15	13	33	2	60
4	31	16	1	31
54	34	20	4	183
52	5	18	1	179
117	1	16	2	157
136	25	18	3	70
5	8	7	2	143
115	16	4	3	144
93	11	34	1	82
3	31	19	2	146
70	1	1	3	63
39	1	31	4	13
22	25	10	2	124
9	1	20	1	179
145	19	16	1	68
94	12	31	2	196
5	16	26	1	68
146	9	22	4	147
5	18	33	1	139
122	31	12	3	137
61	20	33	1	205
71	17	30	2	99
50	34	17	3	163
40	24	14	3	80
30	12	36	2	206
110	13	25	2	143
7	24	15	3	119
12	38	4	1	54
25	19	39	4	152
81	1	25	4	191
91	11	35	2	108
41	14	26	4	155
33	17	26	3	9
22	23	3	4	19
135	28	24	4	25
71	32	5	4	196
71	25	27	2	25
97	6	33	3	176
136	13	9	3	74
44	7	30	1	135
2	23	30	4	74
145	4	29	2	138
112	34	8	4	49
127	10	38	3	121
77	15	20	1	2
25	32	33	4	80
88	19	8	3	160
17	35	41	4	180
54	16	29	4	139
79	4	23	1	177
43	1	2	4	191
88	22	8	4	65
14	38	29	2	157
150	17	31	3	1
37	1	22	4	194
90	24	31	2	37
88	14	39	1	46
101	18	34	2	125
104	21	4	2	63
45	33	28	1	195
1	18	3	1	77
115	14	28	1	49
30	3	41	2	96
139	34	2	3	116
128	7	5	4	143
32	9	14	1	68
120	15	31	3	115
152	5	9	2	24
59	38	17	3	88
89	16	36	2	144
143	22	38	2	72
81	10	6	4	154
107	15	4	4	111
32	25	9	4	61
71	13	3	4	139
51	27	4	3	115
50	1	25	1	8
35	35	32	2	166
79	29	31	4	119
143	25	11	4	5
39	28	27	3	101
82	14	31	2	190
85	7	38	2	67
84	33	19	1	186
97	30	29	2	157
31	30	15	2	111
115	9	4	3	65
72	8	26	4	47
81	9	13	3	3
115	21	30	3	127
134	24	22	1	111
67	14	9	3	90
80	38	15	1	203
19	2	7	3	63
69	20	7	1	95
119	23	11	3	125
48	7	41	2	37
101	30	30	3	13
26	2	14	4	167
112	29	16	1	106
58	12	22	2	93
114	6	35	4	46
81	35	35	4	95
16	32	24	1	57
55	16	11	3	119
72	6	9	1	141
109	29	7	4	125
111	29	16	4	102
76	15	25	1	107
5	29	40	2	153
51	27	37	1	53
37	36	30	4	141
89	16	4	3	79
129	28	10	2	52
150	36	14	3	115
97	2	10	1	16
81	12	17	1	198
146	35	4	4	66
40	29	12	3	106
7	12	26	2	159
54	32	5	3	32
76	10	3	3	53
49	15	31	1	1
59	10	7	4	156
126	36	20	2	98
24	5	3	3	95
128	3	20	3	63
37	9	26	1	78
70	2	4	1	40
147	32	41	3	136
101	13	29	4	191
126	25	21	3	96
108	14	16	1	2
113	21	9	3	100
149	15	2	3	75
150	26	36	3	122
61	28	11	1	87
130	32	41	1	53
126	23	30	1	147
119	18	23	2	93
18	9	15	4	38
10	14	23	1	78
59	14	38	4	154
57	20	19	2	12
50	21	33	2	42
46	4	18	1	181
85	16	33	1	93
34	14	15	2	182
107	33	3	1	10
60	13	27	1	111
49	6	36	4	115
115	5	34	1	61
89	35	29	4	85
133	11	33	3	115
123	6	5	4	136
87	22	4	2	97
115	37	40	3	111
152	16	11	3	163
111	10	21	3	182
128	3	39	1	19
127	23	19	4	120
122	17	7	1	88
105	38	33	4	115
34	12	41	2	54
115	6	26	2	164
88	27	37	3	191
110	38	14	1	174
58	6	16	2	172
20	2	18	2	163
31	14	3	1	50
40	23	32	1	164
108	38	39	2	180
115	24	8	4	158
123	10	5	3	182
74	7	12	4	170
136	38	34	2	121
62	36	15	1	150
57	23	26	1	86
139	13	26	1	159
107	3	20	2	160
152	37	1	1	177
74	16	26	3	103
81	18	22	2	205
145	11	25	3	189
86	33	4	1	106
102	8	37	4	200
85	28	17	3	46
133	8	5	1	142
130	2	31	3	2
129	24	6	1	177
69	1	13	1	190
68	5	27	4	187
63	36	4	1	190
69	7	34	4	105
33	17	27	2	103
55	15	3	4	35
33	19	15	4	151
138	12	32	1	162
6	3	30	2	156
3	1	1	3	92
124	6	4	1	99
3	5	16	2	174
92	34	24	4	138
130	21	30	1	200
119	11	1	1	59
10	23	14	4	159
6	35	2	2	66
149	38	39	1	105
51	19	37	1	157
47	1	31	4	180
148	18	33	3	54
81	20	7	1	167
102	37	27	3	19
151	16	10	4	126
23	29	15	1	174
83	36	14	4	200
134	17	19	4	86
146	21	6	4	154
77	7	35	1	78
21	4	15	2	164
146	38	35	2	125
151	5	33	4	162
152	16	23	3	46
54	6	29	4	77
133	20	39	4	76
34	5	9	3	44
94	1	33	4	117
51	11	36	3	104
112	17	40	4	119
94	32	38	4	85
13	35	11	4	187
56	10	26	1	108
140	17	21	2	33
17	4	2	2	127
148	13	11	3	9
3	5	17	1	27
16	27	22	2	58
108	9	19	2	13
54	37	13	2	176
5	38	21	3	188
126	30	30	2	6
141	19	24	2	157
80	15	31	1	159
132	30	40	1	100
52	26	38	3	135
149	8	20	1	199
33	5	17	3	148
66	8	1	1	153
63	8	8	2	140
140	35	38	1	37
69	14	8	1	177
76	29	4	2	196
152	19	28	1	35
8	31	22	1	177
111	35	10	2	112
130	19	16	3	121
64	25	28	4	77
112	19	10	2	180
29	26	9	2	98
143	11	19	1	97
35	13	23	3	194
25	32	34	1	198
70	25	3	2	7
20	25	11	4	113
69	31	4	1	155
123	15	28	3	109
140	22	23	2	156
11	17	35	2	103
99	21	19	2	124
82	17	8	4	58
124	14	23	3	83
25	27	12	4	91
146	25	10	2	101
53	11	8	1	31
42	31	6	2	203
10	18	4	2	185
117	14	10	3	40
39	16	14	3	12
138	1	13	2	102
124	11	20	2	108
122	37	35	4	66
139	11	15	3	114
106	19	29	1	148
126	6	6	4	124
89	2	10	3	98
107	29	3	2	89
90	14	11	4	137
20	27	11	1	157
44	4	1	1	163
116	6	23	1	170
53	28	22	4	198
111	7	9	2	94
111	32	28	3	160
107	26	29	1	163
123	14	15	1	180
42	33	29	4	126
35	17	32	2	206
15	35	28	1	13
23	26	35	1	123
119	24	23	4	81
60	3	7	2	4
86	19	8	1	97
82	21	40	1	123
44	35	15	2	5
18	37	41	3	136
28	21	25	4	102
46	15	10	3	162
57	19	3	1	108
62	38	17	1	113
56	38	27	3	200
112	6	2	4	176
32	27	11	2	123
144	34	20	4	182
114	20	12	1	206
14	36	4	1	107
122	21	28	3	165
106	14	16	3	57
76	38	15	4	139
109	23	2	4	82
104	6	38	3	76
32	11	33	3	105
141	9	25	4	75
57	16	13	3	190
142	38	17	1	147
146	5	13	3	169
150	23	17	3	43
150	29	37	2	56
43	18	31	3	25
119	24	4	1	143
19	13	21	2	82
41	23	13	2	70
52	6	40	1	17
10	29	16	4	76
49	38	41	2	19
69	25	35	3	67
14	31	7	3	21
101	7	36	2	106
102	12	21	2	175
144	28	21	3	191
99	14	17	2	109
51	1	39	1	103
128	38	31	1	26
8	21	26	1	154
115	35	28	3	25
67	3	40	4	77
97	32	10	2	7
137	20	4	2	205
74	5	16	4	7
106	21	10	4	77
26	16	38	3	186
45	9	38	1	108
142	14	24	1	116
64	5	35	1	41
106	25	9	1	125
66	19	35	1	38
56	6	16	4	95
117	29	4	2	176
31	34	26	4	99
129	19	18	4	197
144	11	20	2	72
76	15	39	3	130
15	24	2	3	176
62	6	19	2	133
27	36	4	3	174
114	36	36	3	82
64	35	3	4	68
108	30	6	4	45
34	9	24	1	192
46	6	29	4	160
77	32	8	2	161
46	32	26	4	46
21	4	20	2	23
19	2	26	3	163
128	36	21	4	152
50	29	33	1	153
121	15	19	2	113
44	35	4	1	76
144	17	16	1	162
72	12	4	3	34
124	7	7	3	119
17	18	8	3	118
42	37	33	4	106
30	31	17	4	153
125	3	39	3	143
131	6	10	2	141
57	14	6	2	177
56	37	6	3	92
66	24	2	4	9
74	12	17	1	149
60	18	23	2	161
30	13	8	3	158
142	31	30	2	117
56	18	24	4	106
138	10	30	2	144
149	2	25	3	94
27	18	28	4	21
121	8	18	2	181
82	17	10	3	113
60	19	11	2	50
88	14	26	4	183
40	25	17	1	48
85	16	32	2	84
86	17	40	4	66
32	23	22	1	146
47	14	1	2	62
48	32	30	1	32
3	13	11	4	164
126	27	7	3	19
128	11	37	4	162
78	19	27	3	124
134	20	20	3	119
57	19	30	4	119
151	6	20	3	113
131	4	9	2	131
25	9	15	1	177
84	2	28	4	193
150	13	19	2	153
97	37	35	2	120
88	27	6	2	83
12	36	15	3	151
136	31	7	1	3
83	26	9	3	103
141	14	4	1	98
31	2	1	3	196
110	25	22	3	30
143	24	33	2	51
55	26	33	3	101
69	22	15	3	192
36	7	41	3	135
5	8	27	1	186
46	4	25	2	203
132	25	7	2	32
52	13	17	2	130
38	15	4	2	188
70	34	39	2	29
31	29	25	3	120
26	35	7	3	139
44	16	16	3	110
48	17	19	3	119
29	22	17	1	201
97	12	28	4	74
43	25	6	2	144
59	11	8	4	26
97	28	16	4	72
61	38	24	3	41
42	26	33	3	129
85	8	17	3	157
121	33	28	2	150
140	18	9	4	29
30	20	13	3	185
3	34	38	3	187
86	3	30	2	153
88	36	35	4	149
88	8	28	1	177
115	7	6	3	163
19	23	40	1	192
11	1	9	3	75
4	18	8	3	157
53	5	17	1	108
138	16	30	1	159
78	14	4	1	81
131	18	4	2	161
87	1	32	2	89
109	6	39	3	190
146	4	28	4	156
85	2	36	3	172
55	12	33	3	85
41	20	20	2	176
83	10	27	3	164
3	30	11	4	52
79	14	39	3	181
69	20	38	1	130
120	29	21	4	173
146	30	5	2	86
8	14	26	2	130
133	21	7	1	48
117	23	37	3	63
128	12	16	2	145
26	33	35	2	40
140	25	19	1	49
58	27	1	2	152
51	26	14	2	29
126	38	14	2	169
99	33	28	1	97
32	3	41	4	110
122	16	32	4	52
139	5	33	4	130
152	21	33	3	155
139	18	3	4	170
88	11	19	1	101
121	20	34	3	72
38	12	25	2	161
121	3	25	2	187
30	7	21	3	106
65	2	34	3	46
5	1	21	1	149
26	27	15	4	89
65	22	41	3	63
81	2	40	3	171
27	15	19	3	5
147	2	22	2	96
88	25	25	3	123
152	18	28	1	122
57	33	30	1	30
91	31	2	3	20
58	5	3	2	195
112	28	25	2	149
56	25	36	2	109
46	24	19	4	111
8	29	15	3	53
145	6	8	2	170
128	4	36	2	149
94	30	14	3	48
61	34	21	2	124
66	34	30	3	179
67	27	37	3	26
78	1	41	3	44
53	20	16	3	174
103	28	22	3	126
23	12	40	4	136
146	22	39	2	105
57	5	13	4	156
122	34	36	4	155
12	32	14	3	80
106	28	16	4	18
50	30	10	1	48
95	17	34	1	45
121	30	12	3	129
122	2	10	4	86
149	14	1	2	113
7	35	39	1	83
88	24	2	3	51
152	15	6	2	81
98	11	28	2	158
34	29	31	2	86
101	10	36	2	192
28	37	16	3	173
26	37	13	4	147
83	11	28	4	76
145	21	13	1	84
47	22	22	2	157
48	8	23	4	108
38	12	30	3	113
18	16	16	1	119
42	20	32	4	88
34	12	32	2	110
137	33	11	3	166
91	9	20	3	191
98	31	40	1	119
105	9	37	3	188
18	23	7	3	134
14	27	23	4	184
99	7	21	3	10
98	13	8	1	162
50	9	15	2	102
45	17	22	1	146
75	6	7	3	131
122	9	32	4	62
145	20	6	1	24
110	5	26	2	186
136	8	22	1	102
91	25	27	2	187
127	34	14	1	136
34	8	16	2	166
30	25	40	1	85
137	18	33	2	17
115	8	28	2	12
2	22	30	1	62
64	8	5	4	184
111	24	27	2	181
99	31	11	2	40
146	14	33	2	55
146	37	19	4	157
83	37	6	3	149
65	8	35	2	23
17	6	11	4	196
136	5	3	1	11
137	31	18	2	51
96	4	12	4	88
80	13	34	2	71
74	36	1	3	82
67	3	18	2	173
48	19	20	3	88
85	25	31	2	167
37	6	6	3	63
94	12	35	3	188
87	35	15	1	77
117	13	32	2	14
138	11	1	3	70
150	30	19	2	188
102	14	25	4	157
97	1	33	4	204
21	21	26	4	98
64	25	39	1	158
131	18	10	4	112
66	9	13	1	8
26	35	28	4	43
52	33	1	1	183
13	36	8	4	93
71	36	31	2	81
37	17	24	2	202
46	23	6	3	172
4	1	40	1	207
149	19	11	1	60
51	2	25	2	73
62	11	35	3	36
86	27	28	4	64
144	21	36	1	62
65	8	10	4	194
12	10	40	2	194
49	22	6	2	110
125	31	19	4	106
87	30	28	1	92
25	2	19	4	172
35	11	11	4	158
18	28	1	2	145
1	4	15	3	193
86	21	5	2	103
40	12	36	1	36
92	19	12	2	171
20	27	12	4	182
43	10	10	2	118
30	37	13	3	181
37	12	23	3	25
125	14	29	3	1
15	8	29	4	52
136	35	26	2	157
62	17	29	4	43
144	15	22	2	142
6	19	15	4	87
77	23	16	4	47
73	28	30	4	126
5	15	26	3	194
12	9	37	4	155
107	24	30	4	148
46	31	1	3	171
137	15	3	4	42
91	16	25	2	40
109	4	18	2	172
137	13	30	4	152
43	15	31	4	194
76	36	31	4	205
101	11	21	3	168
134	4	29	1	142
71	33	1	2	110
96	6	13	3	43
16	10	20	3	103
57	24	6	1	166
60	11	41	4	179
119	23	17	4	134
120	26	41	4	133
57	14	22	1	52
83	37	14	3	48
24	35	13	1	66
20	35	15	2	76
64	6	13	1	104
2	4	37	3	18
95	30	16	4	149
133	32	35	3	34
50	8	34	3	116
128	30	37	2	112
21	29	18	1	184
110	24	23	3	63
146	16	2	3	32
10	5	3	1	114
9	20	20	1	193
7	2	5	2	193
10	28	26	1	28
100	27	16	4	34
48	11	26	3	5
140	3	20	1	133
2	13	5	1	132
111	12	28	1	155
98	31	23	3	144
46	15	26	3	41
107	38	29	4	51
147	37	38	4	78
129	13	41	2	42
67	31	3	3	73
87	6	14	2	85
4	34	11	4	169
78	32	10	1	147
18	28	16	3	127
1	11	37	3	117
101	3	5	1	1
138	38	9	1	113
34	38	27	4	180
142	14	41	4	95
18	20	36	2	77
62	17	20	4	92
131	6	30	4	99
136	5	12	1	77
102	13	15	1	128
101	20	28	1	148
46	30	36	2	74
85	17	28	4	79
42	8	23	4	113
96	37	37	3	158
92	26	8	2	120
68	22	28	1	112
110	17	34	3	201
143	18	28	3	197
3	23	32	1	79
32	31	9	3	49
144	5	9	3	33
145	37	29	1	59
56	36	35	4	84
64	27	21	3	90
96	16	12	3	168
83	34	15	3	23
118	27	5	3	13
82	33	14	1	160
140	32	29	4	117
49	32	14	2	203
119	2	19	2	167
120	33	32	3	5
122	38	36	2	28
145	13	7	3	112
113	32	23	3	58
57	2	14	4	60
101	6	26	2	128
50	27	38	2	136
117	34	23	1	99
9	4	26	2	194
106	27	40	4	133
133	16	33	4	16
73	4	23	1	49
106	20	26	1	103
152	28	8	2	149
119	11	30	3	83
73	10	38	1	76
115	34	25	1	46
9	29	3	1	110
125	30	7	4	66
49	4	15	2	170
86	17	16	1	171
40	28	20	2	192
77	1	28	3	197
88	30	27	1	28
145	27	38	1	110
149	18	7	3	129
75	7	21	4	57
1	2	18	1	111
82	21	15	3	54
123	15	35	1	178
89	34	39	2	163
149	10	21	3	16
133	28	6	2	4
64	14	17	3	58
53	13	34	2	110
15	18	8	2	58
142	22	14	4	48
128	3	10	1	131
129	29	15	3	145
33	21	37	1	187
58	15	3	4	127
51	9	16	1	89
50	26	36	2	66
75	33	36	1	142
98	3	35	4	168
125	23	7	3	181
131	24	37	3	30
51	36	25	3	207
6	28	13	4	116
38	1	32	2	106
54	30	7	4	69
113	18	41	3	167
37	16	29	3	149
25	16	37	2	189
59	25	8	4	40
67	18	28	2	62
137	10	32	3	162
127	33	20	4	122
47	33	28	3	175
3	31	39	2	90
150	36	21	4	207
43	15	21	2	125
20	25	14	3	78
51	5	7	2	36
66	9	7	4	162
33	16	2	1	54
40	12	26	4	169
37	12	5	1	146
2	29	35	3	124
92	38	20	1	49
53	33	23	1	171
65	2	31	3	145
18	34	16	3	122
73	20	9	1	150
79	24	18	2	132
128	24	11	2	105
15	19	10	3	138
145	37	18	1	164
76	13	19	3	71
113	30	36	1	94
111	1	29	2	158
102	25	29	3	143
132	4	4	3	53
15	3	34	4	25
55	18	9	2	27
65	32	40	2	174
82	29	12	4	19
78	12	25	1	127
116	17	40	3	113
49	1	36	1	96
114	9	4	1	52
142	5	10	1	125
54	20	15	4	103
21	29	12	1	92
135	32	13	2	196
114	20	32	1	171
86	29	14	1	118
63	37	34	1	175
42	24	35	3	153
121	24	21	3	71
103	14	15	3	139
5	26	29	4	31
66	28	1	3	77
55	34	20	2	105
26	20	36	1	32
66	37	1	2	75
22	35	8	2	81
95	17	2	2	94
136	34	17	4	55
145	7	1	3	55
92	11	6	4	42
92	11	29	4	73
67	2	32	1	38
143	26	28	1	179
52	35	27	4	91
129	37	32	3	114
88	21	14	2	91
129	18	34	4	107
85	34	20	3	206
4	33	9	3	171
79	8	12	4	202
107	34	27	3	201
134	13	10	3	141
131	18	33	2	160
37	9	14	3	168
6	26	28	2	40
43	9	3	1	186
140	12	3	3	184
36	29	33	1	140
31	25	17	1	175
52	31	19	4	106
112	29	6	2	189
38	26	21	3	147
132	27	4	3	44
45	37	30	4	112
16	20	40	1	18
90	8	17	4	135
94	32	31	4	8
7	11	15	1	168
54	17	26	4	70
136	2	13	2	185
60	12	24	1	1
119	36	11	4	5
18	23	28	4	111
76	6	22	3	1
3	21	21	1	177
139	18	13	3	20
11	32	18	3	164
12	21	36	3	168
100	10	18	2	139
115	19	22	4	57
74	24	29	3	161
119	16	25	1	115
84	13	3	1	12
5	22	19	4	96
43	9	40	3	165
84	8	16	4	76
126	36	7	3	139
3	3	26	3	105
80	7	29	4	25
147	9	14	3	79
35	19	10	2	205
131	30	25	4	89
38	27	41	4	68
52	22	36	3	204
59	5	17	2	35
5	10	3	2	134
106	1	36	1	74
48	22	9	4	62
121	23	19	3	139
28	29	10	4	46
44	6	15	4	185
36	12	7	4	183
70	24	27	3	184
78	32	4	3	30
115	28	6	3	154
79	19	15	3	138
127	27	40	3	94
63	33	19	2	125
38	27	37	4	151
133	23	3	2	130
85	4	8	1	21
26	25	41	1	7
40	4	34	3	51
134	30	17	2	82
83	3	38	2	87
143	17	38	2	167
50	1	28	2	88
53	20	31	1	76
132	33	23	2	132
84	26	41	3	192
25	15	15	3	67
113	13	16	3	191
103	30	4	2	35
136	10	38	1	158
3	34	1	3	49
51	9	32	4	179
69	17	20	3	168
112	36	37	3	193
59	7	11	2	193
129	13	36	4	83
140	33	16	3	185
131	4	28	2	178
19	8	31	2	200
66	8	6	4	106
60	8	28	3	139
92	5	28	2	163
8	2	28	3	165
55	5	8	2	61
13	14	19	3	76
32	22	29	3	26
80	20	19	1	9
102	24	11	4	16
16	34	22	4	136
63	2	28	4	152
113	26	28	2	196
83	26	2	4	167
43	37	2	4	162
33	30	12	1	12
69	17	35	1	86
36	8	11	3	21
4	8	1	4	176
134	4	38	4	125
41	22	23	4	43
4	35	34	2	147
43	8	4	2	6
124	36	21	1	170
32	13	28	2	101
115	29	4	1	118
87	19	11	3	188
152	25	33	1	161
124	1	14	2	156
141	16	26	2	45
32	34	31	4	129
17	6	11	1	10
139	21	10	2	74
41	21	32	4	199
123	7	37	3	9
104	27	12	2	54
55	12	5	1	103
20	9	20	3	47
60	17	26	3	87
44	5	39	2	206
39	24	33	4	136
62	37	5	2	116
47	3	40	1	206
83	14	6	2	113
129	24	29	1	160
119	6	13	3	22
6	30	7	2	199
148	23	5	2	110
129	9	13	2	117
48	9	17	4	185
1	37	34	4	29
93	13	1	2	145
76	33	39	4	129
142	20	4	3	181
58	28	12	2	102
9	36	23	1	182
53	6	10	1	167
74	6	32	2	74
139	8	27	3	63
73	25	16	2	83
17	22	25	3	108
49	29	16	4	8
117	2	7	4	111
87	13	10	4	11
41	18	22	3	154
74	9	11	1	139
148	8	36	1	187
123	4	7	3	167
132	28	35	2	118
83	13	25	4	155
58	5	20	4	80
142	24	8	3	121
22	36	23	3	43
65	35	7	2	51
21	27	7	4	6
47	31	14	1	156
60	19	15	3	90
93	12	23	2	125
110	19	14	3	166
16	19	33	4	90
119	26	20	3	135
18	18	29	3	205
87	16	40	1	57
81	30	31	4	113
30	21	30	4	65
83	35	3	1	168
94	7	33	4	39
58	36	16	1	48
26	20	25	3	1
151	25	36	2	110
127	15	10	1	143
30	15	24	4	2
34	5	10	4	198
6	27	24	1	46
3	33	17	4	95
144	2	15	2	37
80	11	41	3	195
52	18	41	4	163
58	2	41	3	202
139	22	13	4	156
94	23	29	4	167
146	13	41	3	26
146	14	6	1	206
48	13	2	2	205
131	1	28	1	116
46	6	7	4	100
107	29	1	4	108
114	4	1	3	142
149	13	40	1	143
144	30	28	3	105
136	5	20	4	203
84	34	9	1	2
6	20	25	2	98
130	22	11	2	153
35	2	20	3	201
82	28	12	1	85
39	18	10	1	6
2	22	27	2	156
20	11	5	4	200
152	22	37	2	21
81	8	3	4	190
130	36	5	1	78
1	13	1	1	180
152	17	20	4	2
141	33	20	4	197
13	36	22	4	191
58	21	25	1	26
104	5	16	1	140
9	12	33	2	168
118	9	1	4	138
97	6	11	3	14
24	13	23	3	78
29	6	1	2	206
97	27	15	4	143
47	33	38	3	35
62	5	29	1	142
108	13	37	3	95
61	1	21	3	106
19	20	39	3	30
138	33	18	1	124
79	36	3	2	76
32	8	37	2	20
92	23	8	2	86
85	34	2	2	147
108	32	18	1	159
84	6	15	3	70
139	24	24	3	24
146	24	5	4	119
104	1	1	1	142
38	26	31	2	195
144	32	35	4	141
77	36	3	2	174
151	19	39	1	61
122	11	38	3	29
85	20	17	3	141
18	3	23	3	143
108	28	13	3	58
66	38	21	2	114
105	9	10	4	86
48	34	41	3	167
122	11	26	3	1
68	21	26	4	116
120	6	11	1	195
17	19	37	1	184
12	16	31	2	199
61	17	16	4	138
137	6	5	1	122
59	26	15	2	166
84	31	28	2	143
35	34	20	4	131
147	6	1	2	162
82	25	8	2	156
28	38	34	2	44
59	12	38	1	153
116	31	10	2	154
18	20	22	3	137
148	19	40	2	79
3	31	16	3	10
36	9	34	1	96
40	1	20	4	67
60	15	33	4	187
148	31	39	3	157
108	2	36	3	199
22	33	12	3	147
67	3	30	4	177
97	15	38	2	36
94	32	11	2	172
17	15	4	1	44
38	23	32	2	137
57	7	23	4	55
91	8	21	4	202
15	5	12	1	181
7	22	11	4	100
18	35	7	2	153
14	1	24	3	89
107	23	12	1	143
53	38	35	1	101
60	20	19	4	71
43	7	13	1	205
84	10	8	1	147
24	29	21	4	1
99	22	36	4	18
60	13	15	2	34
114	17	29	3	100
145	14	7	2	207
32	28	19	1	135
133	7	2	2	168
128	17	9	4	35
67	35	23	3	2
103	11	29	4	59
11	25	40	4	150
107	27	37	4	188
26	36	22	3	124
89	21	7	1	88
130	35	9	1	156
130	11	32	3	193
71	9	16	1	97
