Width	Diameter	Pcd	Et	Dia	Manufacturer
24	7	43	27	81	34
15	5	36	11	54	32
5	8	2	90	12	38
20	3	21	80	105	6
10	11	25	94	67	2
21	7	28	101	54	70
6	7	10	86	99	46
5	8	11	95	77	51
24	19	22	4	37	33
8	18	22	107	105	74
25	19	39	37	83	21
8	1	30	35	49	71
17	10	27	70	9	48
3	3	15	14	77	31
19	10	25	60	51	60
26	4	11	80	89	73
14	19	11	4	3	8
4	11	18	9	61	56
14	14	39	20	99	47
16	16	25	45	12	35
13	10	21	22	27	42
3	14	27	89	31	29
9	7	40	58	9	51
8	4	8	100	65	54
6	5	41	40	73	57
15	1	7	97	32	33
2	10	39	44	60	49
6	2	32	96	41	8
17	16	14	13	83	22
3	13	29	87	87	7
8	18	1	6	14	54
14	15	5	42	29	57
9	11	23	104	1	17
5	2	43	103	61	14
10	1	8	82	46	13
7	10	40	79	68	41
7	1	37	76	20	23
23	6	11	34	17	9
21	3	19	64	34	20
5	18	17	76	27	77
2	9	26	93	101	23
9	5	22	59	10	24
6	19	35	41	77	19
20	1	7	47	77	59
13	12	6	26	43	49
15	17	43	42	32	13
6	1	38	19	58	78
10	16	13	11	75	34
4	6	43	100	88	50
5	17	36	37	20	38
4	17	1	30	5	71
1	10	32	36	3	35
28	2	8	55	79	24
18	1	25	85	44	43
6	15	42	15	83	58
27	2	37	102	8	66
23	8	14	113	38	30
16	7	27	30	30	31
22	6	12	96	18	75
12	19	16	79	9	61
28	10	40	73	54	52
24	11	41	38	17	6
24	5	29	81	90	12
5	7	39	20	14	4
26	19	31	66	99	28
3	13	11	54	37	69
5	12	31	56	84	59
13	8	38	5	66	15
19	12	43	23	82	14
4	12	32	93	49	55
10	8	7	75	61	27
2	2	18	40	28	32
19	6	32	65	92	67
19	17	15	32	104	40
23	2	19	49	9	66
21	8	31	28	40	47
7	3	11	103	57	54
7	2	29	85	14	42
9	1	22	79	30	14
3	10	8	30	25	68
25	11	37	103	35	34
11	1	11	106	17	19
11	12	36	32	56	69
17	19	34	52	3	70
8	11	26	108	51	16
5	18	16	19	29	28
14	13	16	35	82	5
9	3	30	95	86	12
23	9	14	36	43	54
8	5	25	50	57	59
8	17	41	3	27	44
14	18	2	6	38	71
9	17	32	54	58	21
2	5	24	61	78	65
1	15	27	82	71	60
19	14	17	83	65	3
15	14	23	19	93	7
8	4	29	50	86	61
18	14	7	53	49	10
15	19	5	92	86	6
22	1	42	88	84	8
4	10	13	40	47	65
21	3	35	36	88	17
8	1	29	20	18	33
25	18	43	11	58	41
8	7	15	21	39	17
10	2	25	73	61	13
26	10	25	25	77	6
7	4	36	105	45	15
13	2	17	93	35	66
20	7	6	70	25	60
18	6	23	89	44	2
21	2	17	63	28	47
4	4	8	13	82	33
24	5	25	96	19	78
20	15	26	8	93	11
14	16	23	18	87	58
9	16	20	13	88	61
16	18	38	9	80	10
2	9	21	105	99	5
10	8	43	33	46	74
18	1	34	106	89	58
16	11	15	112	20	30
3	17	2	57	104	38
26	9	13	56	47	77
5	5	21	85	46	37
16	14	9	90	78	27
18	2	41	45	34	24
19	9	36	12	12	36
4	12	2	70	15	15
3	7	40	79	37	31
23	9	9	18	65	9
17	17	9	70	80	65
25	9	27	110	22	39
20	1	28	76	37	12
8	18	25	49	17	42
5	1	36	54	99	1
11	1	20	110	26	21
20	13	14	63	14	12
9	10	35	52	80	41
21	11	26	80	18	72
15	16	3	4	27	58
15	19	7	25	63	65
8	1	13	108	27	23
4	3	37	62	38	43
28	4	43	69	16	68
5	18	17	49	76	47
18	3	36	47	53	49
9	17	33	104	49	37
5	10	21	75	86	73
16	12	28	66	75	73
15	15	37	38	41	28
18	13	22	87	7	18
26	17	12	55	61	71
12	6	27	80	30	40
20	12	42	34	96	49
20	3	42	69	23	23
24	19	20	109	47	38
1	18	3	21	35	55
12	2	15	50	67	25
20	7	9	69	25	8
12	12	11	24	84	28
11	11	19	58	2	46
7	9	16	20	21	62
20	19	22	59	4	13
18	17	1	104	88	5
25	18	17	16	96	22
2	5	27	3	8	17
28	4	32	1	102	10
3	15	38	49	10	62
5	7	25	34	16	2
8	8	11	19	70	27
18	19	13	112	83	39
27	18	10	71	38	40
17	19	15	77	19	30
18	17	7	14	88	42
21	16	4	70	34	25
7	13	40	5	55	59
22	1	33	10	86	10
8	14	9	89	9	64
13	11	34	95	20	47
3	3	36	94	44	42
23	5	34	109	16	5
7	12	11	64	52	64
3	5	14	44	31	68
22	9	24	84	36	20
18	12	23	59	93	34
25	12	17	36	57	19
12	2	18	87	64	19
1	6	21	39	65	58
1	18	25	105	27	45
7	17	20	30	22	54
12	14	18	57	17	21
16	17	35	5	5	10
16	8	33	3	60	62
5	13	31	32	78	20
14	17	39	36	51	69
24	13	19	55	37	20
7	4	3	43	42	29
1	9	9	89	77	71
16	6	37	62	46	47
3	3	6	109	53	74
6	7	5	83	83	50
8	3	35	49	66	5
15	5	9	34	32	1
25	15	38	34	45	26
14	18	7	102	93	15
7	5	37	60	75	22
4	19	7	52	63	16
11	19	32	43	70	10
11	12	13	2	3	51
6	11	26	39	40	39
1	1	4	30	69	50
24	5	3	51	4	48
13	19	1	20	98	34
7	1	11	48	63	59
13	8	21	79	93	73
18	12	4	11	57	3
7	10	11	55	71	50
1	12	9	23	18	18
8	13	7	31	92	7
23	16	15	71	7	41
27	19	26	100	47	35
18	11	17	107	36	33
6	2	40	80	82	43
18	17	12	73	40	76
16	1	31	44	99	10
13	13	33	4	43	1
22	15	24	85	66	2
13	8	4	80	66	41
21	16	14	11	2	67
23	16	4	27	53	40
14	4	32	93	36	37
12	8	6	26	103	76
8	9	31	82	85	35
6	18	40	23	80	40
11	7	17	82	55	26
5	12	39	61	7	49
22	12	7	104	26	33
24	17	16	108	81	38
10	2	40	2	101	30
6	19	9	38	53	68
3	11	42	47	90	51
19	7	22	25	90	5
25	5	42	103	25	38
16	1	21	37	8	12
6	14	3	21	9	34
4	7	1	28	8	32
23	6	5	19	80	59
20	18	32	66	104	3
17	18	23	50	105	27
17	2	12	78	80	4
24	7	42	38	77	25
15	12	21	45	79	65
17	6	30	82	42	63
3	7	43	100	96	64
21	1	37	83	69	64
14	6	25	39	75	6
5	8	3	88	30	41
15	17	9	112	71	19
26	1	28	81	10	1
18	13	36	5	22	46
14	14	5	39	26	23
1	5	17	12	28	61
15	12	38	26	95	35
1	3	15	87	22	62
3	3	22	43	86	66
19	1	43	52	89	20
5	17	37	47	23	54
23	3	15	3	20	39
26	9	33	65	63	73
28	10	32	68	56	62
5	5	12	78	3	66
3	1	27	99	28	56
4	4	41	31	38	70
18	15	36	7	104	29
20	16	11	78	47	44
20	9	23	34	9	21
19	4	19	62	84	78
28	4	9	95	12	75
13	7	22	67	53	61
26	17	28	31	68	24
15	8	16	42	91	14
19	10	15	107	10	52
8	3	4	56	89	71
21	1	31	38	99	24
23	13	16	97	54	9
24	9	10	22	16	23
9	6	7	93	77	77
1	14	40	74	99	78
18	19	36	87	9	60
22	5	8	55	52	38
27	3	8	13	64	56
15	8	9	15	25	4
18	13	37	32	32	53
2	11	33	55	103	77
9	1	39	67	78	57
19	16	13	15	48	73
6	7	22	54	86	28
27	7	32	48	94	31
3	19	22	59	28	30
4	16	16	58	3	25
25	7	20	78	40	9
8	6	37	18	55	51
20	8	34	15	49	52
24	19	35	96	37	9
26	11	28	96	32	49
23	8	30	34	81	25
24	1	30	93	99	59
10	12	16	97	78	78
1	6	12	98	69	31
3	19	26	98	36	43
6	1	11	112	84	69
3	14	37	106	63	6
15	19	11	22	63	13
25	5	32	50	98	77
20	15	13	62	34	32
14	4	15	10	76	19
20	7	13	18	32	62
17	9	40	42	64	23
28	6	27	47	3	24
21	10	22	50	80	5
25	17	14	48	101	2
25	16	2	88	14	48
6	12	34	92	10	53
6	13	4	102	17	71
2	19	18	46	32	30
20	15	9	26	46	45
23	2	27	43	36	13
7	12	15	84	4	19
11	4	22	48	57	61
15	17	12	39	57	42
18	10	37	57	86	48
16	1	42	44	56	45
15	11	8	88	16	11
3	16	36	62	43	42
23	2	28	94	39	61
2	17	12	43	35	44
1	17	34	12	35	12
17	14	16	34	71	62
6	13	13	105	5	60
24	13	15	31	84	30
2	11	5	44	103	34
7	3	15	40	1	6
8	6	29	113	103	47
10	1	15	48	60	18
7	15	10	106	56	49
18	10	10	73	33	27
4	13	25	104	40	73
16	8	24	43	39	33
7	7	12	106	68	39
5	5	6	53	50	67
16	1	15	94	57	15
17	3	37	3	75	69
1	10	23	28	60	78
27	1	2	65	55	65
4	10	35	9	100	9
2	3	25	97	45	11
4	3	18	82	47	57
4	1	35	32	16	17
13	13	4	39	31	8
24	14	34	71	10	28
24	4	31	88	44	27
14	15	17	49	77	37
7	1	41	73	62	21
7	11	3	84	70	71
4	4	8	73	70	62
20	5	20	54	100	15
26	15	14	44	36	50
8	15	3	77	57	18
12	14	1	106	100	18
9	19	1	48	92	30
12	11	9	37	72	37
13	14	37	69	31	20
3	6	29	38	27	43
13	8	32	83	45	57
18	1	30	8	91	12
9	17	20	80	56	29
18	1	24	41	22	16
12	18	3	84	29	77
18	14	42	47	45	39
15	12	23	75	14	21
3	17	12	107	70	40
11	12	31	38	103	78
15	1	29	52	83	37
2	7	26	80	22	36
12	7	35	54	19	11
24	2	10	54	18	23
28	18	1	29	23	45
26	7	30	74	69	22
23	18	8	109	36	45
21	2	14	80	61	53
7	10	31	33	75	63
24	5	31	30	27	28
21	6	35	55	42	72
13	12	20	18	67	27
17	12	33	101	40	24
21	2	18	11	86	33
20	5	39	67	27	34
17	16	13	25	46	76
7	9	2	67	40	18
19	16	27	51	61	68
12	11	37	106	43	35
17	19	6	94	56	65
10	8	21	35	14	64
12	6	10	53	17	20
21	10	36	109	51	36
4	9	43	68	48	35
27	10	25	67	25	73
9	19	36	106	36	53
13	16	28	106	66	17
25	12	6	34	40	32
17	7	36	78	44	64
3	2	4	41	39	64
19	14	37	20	54	7
8	15	12	108	6	7
11	17	20	77	75	11
5	19	26	83	40	4
23	2	12	31	86	67
16	9	3	25	12	71
11	4	8	104	16	66
18	14	24	95	51	32
17	5	31	23	28	69
28	16	10	106	93	3
23	12	31	32	44	52
7	9	1	15	28	36
9	19	21	7	22	42
8	5	35	61	84	25
11	17	14	105	98	37
7	16	14	50	45	12
16	4	31	89	94	19
11	11	6	103	85	73
22	14	1	48	6	29
3	6	23	30	88	7
26	13	31	13	41	2
21	15	40	31	47	16
4	2	29	88	64	69
28	2	34	59	101	15
6	3	4	18	84	60
16	3	6	54	11	19
20	11	17	15	76	50
23	9	15	33	20	69
6	17	21	78	55	36
20	10	19	4	58	11
21	17	41	107	90	16
23	13	33	2	19	65
7	14	40	64	38	19
26	7	13	103	41	67
21	1	38	69	90	24
5	17	2	20	47	30
10	15	7	29	92	28
23	3	11	58	51	38
25	7	33	19	12	70
5	19	5	57	8	19
14	19	23	41	18	74
7	19	19	44	41	62
14	16	8	20	72	71
6	4	40	82	39	3
21	15	37	35	80	14
11	1	20	15	72	5
11	1	24	9	77	52
10	1	12	66	54	8
11	2	21	33	25	44
26	10	41	7	23	10
20	15	27	79	80	6
3	15	11	69	2	61
4	8	1	101	86	40
6	13	24	39	71	71
7	17	14	19	69	13
14	2	32	110	6	62
18	15	8	83	2	73
22	7	29	11	99	37
16	5	10	43	102	74
2	7	1	89	75	21
13	18	41	47	6	28
10	6	9	90	37	26
1	7	39	109	48	75
20	2	4	79	54	33
15	12	30	73	20	4
21	1	8	40	36	3
4	17	20	33	73	65
1	4	18	1	50	34
13	7	40	71	31	60
24	19	25	73	56	50
2	14	37	23	84	1
8	11	5	22	55	75
25	7	9	52	27	67
8	14	11	33	61	46
20	8	16	88	70	23
11	1	41	65	38	14
9	1	16	42	61	62
26	1	30	90	75	19
25	12	3	107	102	77
17	9	32	102	51	4
24	2	2	67	43	46
16	7	43	97	73	53
25	6	28	12	30	67
27	10	22	40	4	44
9	9	10	10	47	2
19	16	39	41	52	67
9	12	18	17	62	73
27	11	19	30	13	52
25	16	32	23	70	53
1	14	21	100	73	2
3	19	22	51	60	16
6	13	11	1	33	5
6	1	27	53	62	54
28	16	23	68	98	71
8	9	26	85	78	69
5	15	27	51	62	7
12	3	31	61	25	19
1	10	10	47	55	27
17	9	10	63	98	24
22	16	15	83	72	58
5	3	42	49	43	73
4	10	25	4	77	16
13	1	12	104	21	14
25	11	3	34	50	69
26	11	1	2	48	6
10	5	41	98	45	75
22	4	33	7	83	14
25	5	43	2	16	34
13	15	19	94	19	33
14	13	40	108	96	44
5	7	7	58	29	26
8	19	24	97	27	51
3	8	26	100	95	42
25	2	18	16	85	64
26	9	12	91	82	30
13	8	21	11	76	75
26	14	8	26	27	19
13	7	26	24	6	38
3	2	25	40	3	37
13	9	16	76	33	73
13	9	12	103	68	64
14	15	15	73	37	29
28	14	12	11	94	72
28	9	8	103	88	13
26	2	13	109	79	49
14	14	39	29	87	48
22	15	40	19	53	15
15	6	29	80	35	47
5	6	19	20	22	77
24	19	35	73	53	35
8	19	42	37	51	27
24	15	27	103	80	45
10	12	29	73	26	39
18	15	1	76	85	59
18	5	8	42	81	17
7	10	7	57	98	16
20	11	15	97	105	36
14	15	2	70	16	37
4	2	13	24	45	55
9	5	13	101	29	67
6	11	10	50	39	54
7	2	42	64	20	10
23	8	29	38	23	22
14	19	17	64	10	33
15	2	32	69	28	72
10	16	40	30	29	61
16	15	37	98	77	11
14	16	29	39	70	55
7	16	30	109	81	55
26	12	10	45	64	43
9	2	11	74	77	20
2	15	3	86	82	25
10	15	31	86	21	42
7	1	5	92	82	38
27	4	20	67	66	31
13	1	20	6	62	47
28	16	23	111	97	54
21	2	21	63	20	1
7	10	10	93	40	56
14	18	2	22	14	62
5	14	42	111	14	63
22	19	4	9	36	65
28	15	7	46	85	8
1	8	38	2	15	48
18	7	14	65	89	15
17	3	18	55	68	75
15	6	1	37	67	35
8	9	22	66	14	1
19	16	32	63	37	77
6	5	31	55	65	43
18	2	34	95	63	61
7	6	5	15	50	44
8	13	36	12	43	41
19	9	31	39	77	38
18	6	39	2	84	26
18	6	28	84	44	11
22	4	10	66	17	23
1	17	10	92	30	66
2	18	6	104	25	69
14	10	3	38	16	74
24	19	39	17	104	55
18	15	17	12	72	52
26	15	30	9	63	38
21	19	39	18	12	67
15	18	34	60	43	34
5	2	15	86	44	67
9	15	9	53	94	78
28	18	10	11	36	35
28	15	12	102	20	2
22	15	27	24	91	62
2	13	28	101	5	53
4	10	11	21	2	5
28	12	30	112	72	31
27	17	2	69	20	54
17	11	3	57	80	46
10	19	11	76	78	28
25	2	36	49	7	39
6	18	30	40	58	14
21	9	39	96	78	63
26	9	7	62	53	28
5	9	14	71	59	32
24	13	30	74	42	23
19	16	38	2	66	10
25	7	1	90	29	21
4	16	2	15	8	45
28	19	2	8	100	73
10	2	17	64	76	14
9	3	32	82	53	42
3	8	23	68	65	65
1	3	6	64	92	11
26	3	31	54	41	49
9	15	22	82	88	46
20	19	38	17	16	28
16	6	4	70	28	17
10	13	21	104	104	8
22	5	30	1	82	31
20	4	35	39	20	16
1	15	9	101	82	22
8	17	34	82	96	19
16	12	36	26	82	11
22	17	4	69	32	43
2	15	5	24	49	22
16	6	36	108	38	65
14	18	18	27	9	52
6	12	26	70	84	27
12	2	43	70	67	71
8	11	35	1	44	44
20	1	37	11	82	48
2	3	41	50	52	31
3	6	7	76	95	70
24	19	29	12	104	25
22	4	11	110	56	31
13	3	21	68	22	31
11	13	32	57	44	77
6	18	13	58	48	61
21	17	40	67	36	22
20	1	37	59	75	20
16	13	13	37	56	30
9	8	33	80	83	60
2	4	35	49	92	19
2	1	28	48	100	78
24	8	24	73	4	2
13	3	16	103	100	71
27	10	21	25	100	11
18	15	6	74	90	29
5	17	2	81	61	16
7	3	7	105	103	51
13	15	32	9	65	4
23	8	5	23	78	50
17	1	36	27	101	28
18	7	19	102	38	1
4	9	27	77	96	17
21	10	26	94	102	70
18	18	25	14	68	73
12	18	6	89	97	37
27	9	6	87	72	2
21	9	35	51	35	63
19	7	36	26	88	26
9	14	39	105	55	2
8	14	6	14	85	18
13	8	15	48	25	74
14	4	20	76	66	67
11	6	21	98	8	36
28	9	31	33	79	40
5	8	43	44	47	51
6	1	4	89	4	40
14	12	37	22	1	7
10	3	21	34	10	29
6	14	14	28	47	3
18	6	37	28	90	46
13	17	26	5	100	7
22	19	42	51	49	8
10	14	23	24	25	32
1	4	23	11	105	17
25	7	20	107	96	18
5	16	21	65	32	9
15	12	16	66	4	77
14	4	32	82	63	58
11	10	23	38	14	31
17	11	37	69	44	70
22	15	22	42	82	26
17	10	27	109	12	56
21	16	35	59	22	18
25	1	4	80	32	12
8	11	33	20	68	69
3	7	37	16	26	73
25	9	16	64	8	62
13	15	7	89	14	46
10	3	7	101	11	49
19	4	31	106	61	24
25	7	36	112	79	56
3	9	28	41	6	21
10	2	14	36	35	65
1	7	24	85	4	73
14	8	39	73	101	36
11	18	20	43	52	25
11	12	28	61	86	5
18	5	5	9	51	25
28	19	22	43	1	21
5	5	10	71	65	53
24	14	5	48	26	75
23	9	3	58	102	2
19	11	19	62	94	75
28	14	23	17	70	3
6	4	39	61	76	39
9	12	34	62	85	77
19	6	7	56	69	43
14	3	23	44	48	64
5	14	27	55	15	53
2	3	33	22	59	25
13	6	37	37	16	24
15	13	19	73	17	67
13	12	42	88	38	16
13	11	31	74	87	5
3	2	17	45	20	21
18	16	1	66	95	48
5	17	38	12	59	27
25	15	32	62	88	39
24	8	8	37	103	4
3	19	40	105	29	58
9	2	14	25	62	43
8	5	11	102	63	55
8	15	40	36	52	71
10	3	32	41	73	4
12	3	4	20	10	23
27	10	39	80	97	51
1	19	9	27	79	44
15	6	1	98	62	65
21	12	29	79	27	18
25	8	22	30	83	66
7	12	6	40	22	64
20	15	30	10	89	7
14	19	16	23	14	59
20	10	14	101	3	78
16	18	32	13	30	28
5	10	27	82	75	17
18	13	19	86	29	78
7	11	38	76	53	7
26	1	40	68	70	2
13	10	4	56	1	37
13	18	43	25	104	67
7	10	34	47	54	18
26	13	29	52	32	58
8	13	23	87	98	49
9	7	8	30	101	4
18	1	15	41	12	7
7	1	43	102	74	59
20	9	37	65	101	19
10	11	5	113	93	12
26	7	6	39	104	15
28	9	2	111	88	69
12	8	2	48	14	71
4	17	32	102	79	37
6	11	12	108	26	43
12	4	17	61	72	33
14	13	4	43	87	75
23	13	24	49	105	68
17	1	35	20	86	51
21	9	23	60	52	45
23	7	22	12	91	20
24	2	13	77	86	58
4	14	27	81	73	22
11	2	39	112	55	72
28	11	40	17	72	54
11	7	32	78	16	22
6	2	14	30	62	59
15	5	2	41	66	50
3	14	14	105	4	70
28	7	13	100	100	69
25	17	37	80	50	46
22	19	14	69	101	64
13	6	36	34	11	60
28	2	29	96	86	57
26	16	4	55	57	6
3	16	12	107	69	78
22	18	19	97	55	47
27	5	13	112	88	28
9	2	43	33	77	8
3	14	22	109	76	60
16	3	1	89	27	17
4	16	39	47	17	38
20	9	23	109	78	17
19	3	5	111	24	18
10	13	43	97	89	59
2	6	11	38	78	4
26	3	40	93	98	73
22	17	23	6	9	37
12	16	16	12	46	14
24	2	10	35	59	9
19	8	42	25	93	40
13	1	9	60	21	39
7	7	1	25	42	21
26	16	39	5	88	44
19	19	35	62	36	34
22	8	40	17	53	76
28	16	38	74	6	17
27	1	39	79	84	70
26	16	30	24	104	19
14	1	36	104	46	43
5	1	27	86	105	45
7	13	32	13	40	15
2	17	32	41	102	45
18	17	6	8	62	39
22	6	36	52	73	50
25	4	11	48	53	1
20	10	39	35	10	78
8	14	26	71	69	58
11	13	35	92	40	61
24	3	23	107	66	6
6	18	10	106	90	70
28	14	12	56	2	29
13	1	33	89	60	15
3	16	35	89	38	25
11	6	28	58	90	14
21	1	23	109	39	9
9	15	1	20	84	50
7	5	24	107	58	38
8	10	8	1	36	46
12	13	40	6	12	44
28	7	6	65	85	41
19	17	12	81	104	50
13	8	28	58	58	56
24	8	36	70	79	7
27	4	9	44	6	25
5	16	39	33	45	70
3	11	27	13	3	50
21	1	24	13	103	36
20	5	3	46	61	29
17	1	8	105	23	38
9	15	41	13	94	32
18	1	25	113	9	29
17	19	13	87	63	50
21	10	19	43	16	9
10	15	30	62	13	67
4	4	26	55	91	58
17	1	28	64	56	43
26	13	13	78	94	16
8	14	14	71	96	34
10	11	40	1	42	7
18	5	36	6	86	45
3	19	21	31	41	34
11	15	17	76	72	57
10	5	16	87	4	5
19	5	21	101	98	59
17	8	39	102	11	35
17	5	38	94	40	1
7	11	4	1	70	75
22	4	3	60	40	38
5	5	3	10	21	20
17	7	23	6	94	59
27	7	28	98	57	70
21	2	19	85	71	14
5	15	5	46	19	21
2	19	32	69	3	71
12	6	16	42	52	28
21	1	21	92	41	11
8	16	36	73	2	41
6	7	24	86	87	74
15	4	16	50	27	60
10	17	23	26	5	65
28	6	41	37	50	52
7	17	23	105	96	4
20	15	7	52	93	65
14	17	9	31	70	9
18	7	1	2	64	42
13	5	28	9	28	37
22	10	13	40	72	56
2	18	33	41	62	24
17	12	15	68	91	56
16	9	29	34	39	72
9	3	40	30	8	33
14	2	19	91	84	75
1	6	28	84	40	31
11	3	38	12	67	22
6	19	4	46	55	11
21	18	21	76	55	64
13	16	39	14	18	78
9	16	26	15	61	20
19	9	36	80	93	50
25	5	27	81	64	77
20	15	37	99	19	74
25	8	35	92	28	57
5	11	1	46	75	61
6	17	11	84	86	8
26	11	3	63	21	31
18	5	33	108	11	47
15	13	38	36	39	57
11	2	16	1	6	78
18	13	36	98	47	9
6	9	35	75	27	9
15	7	12	54	79	3
19	13	2	92	35	23
10	8	27	37	75	8
28	18	31	23	66	29
10	19	13	55	94	21
12	10	1	94	73	36
12	4	19	92	2	31
13	13	30	28	37	27
16	4	30	55	95	52
27	14	1	84	78	40
16	18	8	3	101	38
14	11	22	77	89	67
17	4	23	55	2	48
1	6	4	99	75	18
10	10	5	77	31	36
23	11	43	79	21	23
23	2	8	80	69	28
11	16	13	89	84	36
17	19	29	112	92	55
14	10	14	96	29	72
1	5	14	43	92	8
26	18	32	53	98	68
15	5	11	95	69	2
22	8	24	110	83	49
1	9	28	61	32	41
26	18	27	65	27	66
4	11	6	32	58	45
7	18	8	55	72	19
26	5	26	7	87	71
28	7	10	27	6	50
12	19	20	15	21	40
6	16	41	79	69	34
13	10	22	65	1	56
25	16	37	109	100	62
17	16	16	23	105	52
2	17	27	56	31	9
2	5	6	111	31	15
25	19	11	27	12	12
15	14	30	9	54	36
8	17	11	4	23	24
25	7	10	59	78	53
8	12	31	77	37	4
28	1	4	108	15	41
22	13	19	73	50	73
7	9	28	43	7	67
22	5	42	7	54	2
10	18	29	84	15	21
10	1	23	13	39	21
18	10	41	63	87	42
3	13	29	57	42	5
18	9	31	108	9	33
3	5	17	8	73	52
27	4	37	52	24	49
15	10	15	19	25	51
15	1	40	101	93	44
6	13	5	113	77	13
11	18	41	61	13	1
14	4	24	69	56	40
22	6	9	64	94	68
16	14	15	49	39	24
10	13	38	26	20	60
10	4	9	82	87	11
26	6	8	47	19	29
12	7	21	39	59	4
20	16	25	12	62	45
4	4	18	18	57	72
24	2	5	56	70	26
9	16	34	84	34	59
19	7	19	26	51	22
9	11	14	41	3	15
5	6	20	3	40	51
26	12	1	52	41	71
10	5	39	92	68	3
28	4	30	31	46	23
13	13	4	3	5	28
17	14	20	78	33	20
10	2	39	87	80	68
22	9	30	87	60	56
13	14	15	30	82	63
9	15	4	39	16	40
7	18	2	106	5	5
6	4	13	82	35	40
21	7	31	37	6	56
20	18	3	67	16	45
28	3	23	39	55	66
17	14	24	16	86	4
15	15	28	40	39	73
27	17	37	2	39	74
26	8	22	65	77	48
19	1	11	9	99	41
26	3	27	105	85	11
2	8	21	41	7	2
23	4	1	1	97	27
8	11	38	69	81	36
17	9	9	71	9	46
27	3	29	93	21	15
20	13	38	71	25	30
13	6	16	16	24	44
28	12	30	10	85	61
15	12	29	90	31	75
21	17	14	91	79	48
20	11	18	60	7	4
8	5	33	34	22	44
4	19	42	106	29	16
14	16	25	16	69	57
3	18	24	4	17	5
14	19	23	81	36	25
6	19	22	15	98	19
24	2	38	27	25	26
5	3	21	23	29	25
10	11	11	82	37	62
14	17	2	97	2	77
15	15	2	93	34	46
24	1	35	35	62	25
27	13	40	32	48	22
4	4	33	43	81	47
5	13	16	34	60	37
3	6	35	35	67	66
14	4	27	1	53	59
22	8	39	10	97	63
22	5	15	40	46	51
17	15	8	76	42	31
15	1	30	37	92	32
10	16	2	84	22	78
6	16	9	38	43	26
12	11	40	86	5	39
25	9	4	2	55	24
21	9	26	52	13	22
5	3	8	78	31	5
11	1	31	108	25	46
25	18	17	47	98	36
6	14	25	73	52	69
10	15	17	88	95	39
16	5	1	11	41	50
21	14	19	58	80	27
6	2	13	10	22	60
13	13	14	21	88	23
6	7	15	11	16	26
2	18	9	99	31	25
11	19	20	36	14	5
18	17	17	101	46	31
16	4	39	81	54	40
22	14	7	111	63	30
6	8	12	84	63	32
19	11	7	61	37	66
18	6	28	42	30	7
12	19	32	96	85	30
8	6	20	76	43	36
12	5	21	109	7	50
1	14	27	14	70	72
1	6	23	58	39	62
16	19	20	106	38	72
8	11	31	81	8	10
19	6	6	60	36	47
3	8	37	54	64	59
14	15	9	30	96	69
7	4	2	35	2	63
2	8	13	64	64	28
10	1	39	34	98	63
22	13	23	45	22	68
27	19	1	17	95	5
12	3	4	60	80	75
2	19	1	2	30	8
13	3	13	113	88	18
22	2	7	36	8	49
19	7	4	47	61	33
4	12	31	80	86	13
26	5	43	33	14	26
5	17	8	64	51	54
28	9	8	105	97	26
11	15	40	65	22	58
5	5	29	77	64	21
13	7	17	22	38	54
16	5	21	13	53	31
21	10	15	67	76	43
13	2	6	52	4	39
27	16	16	92	17	63
6	17	1	101	1	34
24	4	31	59	61	23
22	9	34	78	98	3
18	11	34	59	32	35
20	7	15	43	19	41
11	16	42	24	94	14
16	14	31	60	63	11
9	18	27	52	68	17
5	5	32	46	39	69
15	4	5	33	11	72
1	17	38	64	96	29
12	6	32	47	29	11
23	16	9	13	49	19
20	16	39	33	21	43
8	10	5	41	33	78
17	2	14	78	42	17
9	3	8	5	51	30
19	17	34	78	7	27
26	12	1	15	31	59
16	8	37	37	29	71
23	4	20	19	87	41
28	17	28	83	99	45
13	16	8	52	58	77
20	11	34	21	105	63
28	11	38	39	22	48
12	6	33	111	36	2
24	3	6	39	56	11
10	7	35	84	58	50
24	8	1	24	32	18
12	8	35	15	100	21
12	3	26	91	31	65
17	11	40	19	97	52
25	14	42	15	79	32
11	5	37	14	92	59
25	7	21	59	95	32
21	15	2	49	80	18
20	15	37	104	84	55
9	11	26	63	8	58
14	15	26	27	42	36
15	9	12	87	89	64
19	6	27	39	100	74
21	19	22	58	94	65
6	8	11	16	63	19
24	13	39	53	80	34
19	19	20	78	91	47
17	16	14	110	21	69
13	13	19	22	73	59
2	8	9	66	53	46
21	7	27	5	33	12
28	1	34	83	100	26
12	12	25	105	22	17
16	4	18	45	72	48
20	6	38	38	57	33
19	13	10	84	69	1
18	5	26	83	105	71
25	3	3	86	39	43
10	17	40	81	86	74
18	2	2	112	86	24
28	12	36	31	82	49
21	9	12	6	28	40
22	9	41	107	11	17
19	6	13	82	11	78
19	8	25	112	64	4
24	7	29	14	55	6
21	11	27	2	81	33
6	8	12	32	62	31
6	18	36	63	84	54
6	10	18	111	40	11
22	2	32	10	41	31
25	13	37	25	102	13
14	3	32	113	1	44
15	5	3	56	9	45
22	11	22	64	57	38
11	11	1	46	88	54
28	11	18	46	66	75
9	10	13	89	88	41
14	2	38	46	37	63
24	17	24	80	5	66
27	4	11	84	89	63
18	16	4	53	55	40
14	13	30	7	45	48
8	14	2	20	76	51
6	1	36	25	64	14
