width	height	diameter	season	manufacturer
12	6	29	4	122
50	18	24	4	39
64	21	5	4	48
125	30	24	1	184
116	10	27	4	197
11	31	2	4	151
41	26	10	1	45
115	35	1	2	59
126	34	2	3	102
124	27	4	2	161
77	11	22	1	180
77	12	24	1	61
53	37	1	4	49
75	35	32	4	31
148	32	20	2	89
108	18	17	4	192
79	15	40	2	85
149	5	27	4	178
76	16	39	3	186
75	36	15	1	195
89	13	3	4	10
71	27	15	4	142
52	30	3	4	128
138	23	28	1	103
129	11	30	3	156
87	23	22	3	171
116	36	5	1	169
118	9	15	4	128
124	10	31	4	103
38	13	13	4	42
100	17	11	3	185
41	18	40	2	70
13	32	24	4	176
127	5	34	2	38
39	40	27	2	56
144	26	9	2	177
42	17	32	2	58
149	41	39	1	176
104	25	31	2	91
124	3	23	4	122
111	29	32	1	29
81	11	11	4	105
147	19	23	1	186
29	26	1	1	128
76	40	5	2	41
1	34	23	1	101
64	32	4	2	53
125	39	30	3	108
80	23	24	2	18
60	24	34	3	36
68	36	15	1	56
149	26	13	3	124
99	18	18	3	61
39	4	38	3	3
33	16	15	3	143
72	24	35	4	69
87	31	15	1	176
91	17	1	1	166
111	13	6	2	13
53	28	6	4	97
80	41	18	4	86
9	38	24	4	168
34	33	26	4	135
70	29	29	3	81
79	40	26	4	187
94	1	26	2	167
36	27	33	2	4
29	30	24	4	196
61	34	9	3	51
139	3	1	3	108
118	12	9	4	65
98	19	24	1	179
22	10	11	4	132
119	38	12	2	138
19	18	26	4	117
9	12	30	3	201
20	7	24	3	181
149	31	38	4	45
60	33	15	1	163
116	27	14	4	18
46	28	20	4	76
55	39	13	3	195
107	27	18	1	72
37	18	20	1	20
96	12	9	2	3
106	32	24	2	199
42	15	16	1	65
90	37	19	2	26
132	25	35	4	94
4	6	38	1	20
70	5	34	1	201
39	20	15	1	25
58	17	21	4	165
6	36	2	4	153
37	31	3	4	171
151	21	18	1	73
129	33	19	3	85
51	40	21	1	148
21	5	9	3	49
118	13	31	3	193
74	4	23	1	153
36	40	1	2	104
146	40	8	2	124
20	22	37	3	206
100	3	20	2	95
109	7	24	1	25
20	32	36	3	127
3	15	34	2	22
63	22	27	2	190
108	35	13	1	50
124	6	9	2	142
96	35	27	1	81
109	37	3	1	195
141	17	27	4	200
36	1	12	3	138
59	34	36	2	83
115	29	20	4	46
74	23	16	3	2
73	7	8	1	39
120	1	16	1	118
56	35	33	2	94
79	35	28	1	144
111	24	29	2	21
18	33	29	3	128
98	28	7	4	94
90	41	1	4	163
128	6	35	4	76
119	6	21	1	192
109	29	17	1	19
2	13	19	2	169
63	5	13	3	134
56	41	23	1	98
125	5	10	1	86
117	36	35	4	114
19	22	29	1	25
62	8	11	2	160
94	32	3	1	95
107	19	10	4	156
87	19	2	2	167
144	31	13	4	139
63	41	20	3	13
42	7	30	1	57
17	40	25	3	157
144	21	17	4	33
58	31	10	2	148
95	23	3	1	202
92	31	15	4	11
145	29	29	3	29
132	32	39	2	90
54	9	1	4	206
94	15	14	4	41
99	12	40	2	93
23	40	41	3	80
49	11	37	4	38
117	5	1	1	81
55	18	17	1	84
137	33	27	3	29
139	15	41	4	151
44	1	23	4	166
77	19	1	3	194
65	38	1	3	165
101	31	5	3	139
61	8	2	3	25
144	26	5	3	65
62	16	28	4	8
94	29	5	4	86
43	3	31	3	116
115	25	32	3	150
64	35	15	4	78
110	19	13	3	2
20	25	16	3	189
86	2	41	2	131
4	15	25	2	35
43	8	23	2	206
100	34	17	1	136
20	32	11	2	44
151	8	30	3	64
145	31	28	4	152
63	12	17	2	98
145	9	17	2	201
25	36	14	2	81
45	30	17	1	147
85	12	17	2	9
26	12	24	2	107
142	24	6	3	42
1	11	37	4	70
17	35	37	2	61
145	33	28	3	71
109	40	8	2	116
58	17	23	4	59
138	13	21	4	6
112	16	1	2	196
69	27	18	3	46
88	24	14	1	42
130	14	21	4	42
151	18	26	2	51
145	35	22	1	78
147	38	32	1	164
3	28	30	4	144
120	28	1	3	173
73	32	26	2	187
29	31	39	2	195
94	10	32	2	144
9	39	30	4	103
130	39	1	1	188
105	39	26	2	61
102	8	13	1	10
151	4	32	2	52
123	38	22	2	126
73	2	27	2	204
8	17	17	3	60
77	10	20	3	193
12	27	19	2	8
16	14	3	1	161
9	28	37	2	91
118	24	27	4	105
95	1	38	3	119
4	8	5	3	171
38	5	37	1	167
107	37	41	1	33
124	4	40	2	105
21	41	19	4	33
57	4	41	4	173
71	19	29	1	196
94	20	19	3	44
111	39	35	4	3
61	20	26	4	171
136	21	33	4	200
137	3	4	3	26
92	30	1	1	129
144	4	32	2	64
81	36	36	1	135
55	14	27	2	201
34	26	18	4	28
89	14	24	4	166
21	19	22	3	47
149	40	32	1	22
60	22	4	2	177
53	38	15	2	204
81	25	29	1	201
135	40	24	4	13
8	1	34	1	80
5	11	13	4	113
114	24	13	1	101
91	39	26	4	197
46	10	14	4	25
84	17	41	2	16
9	26	17	3	29
61	30	8	2	35
79	10	6	1	125
26	23	6	4	124
56	8	13	3	131
51	27	4	1	150
136	23	30	4	53
40	28	20	4	159
99	31	33	3	94
125	5	37	3	84
126	5	22	4	10
55	3	9	1	135
85	9	13	4	71
142	33	22	1	23
79	29	4	3	93
108	11	23	2	20
136	30	12	4	14
83	26	13	4	10
94	21	26	3	61
24	10	29	3	34
33	20	29	2	99
37	16	18	3	71
150	32	33	2	86
94	24	31	3	21
4	10	8	3	49
32	15	17	1	181
150	11	28	4	178
70	34	31	2	191
79	39	1	2	115
136	12	18	1	197
92	18	36	1	76
74	31	3	3	196
11	32	5	2	70
14	33	40	4	182
75	25	39	3	39
36	32	24	4	98
78	7	2	1	121
146	12	36	2	194
114	40	2	4	61
81	27	40	4	169
23	3	38	4	77
47	2	7	1	104
73	19	30	4	178
130	32	6	1	74
100	11	27	1	10
64	8	35	1	7
35	8	11	4	25
108	41	3	4	150
107	15	13	3	163
31	23	12	2	56
12	7	41	3	58
143	1	9	2	75
20	11	22	3	186
98	8	5	4	89
138	32	27	1	152
151	24	7	3	188
16	21	9	2	160
120	18	28	4	74
136	27	13	2	205
92	21	13	1	27
43	11	27	1	183
44	14	33	1	165
117	13	19	3	68
70	33	26	4	112
38	26	32	2	132
142	31	7	3	73
70	29	27	1	106
72	41	16	1	203
12	11	26	3	130
90	31	7	3	194
44	36	24	4	175
134	8	37	4	102
71	39	1	4	100
21	29	9	3	79
40	40	9	3	37
132	15	30	3	191
4	15	22	2	173
125	12	4	4	169
58	29	4	2	64
149	8	17	3	27
99	10	1	1	133
29	31	28	3	204
66	16	23	1	170
78	8	24	1	49
85	17	24	3	102
46	30	5	2	54
76	28	39	3	131
35	27	29	3	106
70	16	15	2	52
85	17	9	2	124
24	35	19	1	119
99	30	31	4	167
125	13	32	3	32
68	11	1	4	35
26	38	37	1	156
57	37	19	1	127
24	9	13	3	161
74	27	26	3	79
129	40	23	1	17
151	12	16	2	32
8	22	29	1	102
59	37	10	2	96
36	26	23	3	172
65	25	20	4	152
24	7	16	4	80
140	10	4	2	156
98	18	26	3	199
92	36	38	3	186
100	23	37	1	110
101	31	23	1	176
20	13	33	2	165
123	31	37	1	191
45	15	38	4	39
98	37	30	4	52
88	6	41	1	119
9	38	5	2	118
71	26	36	4	149
106	31	39	4	95
54	22	19	3	134
53	26	39	4	83
14	29	5	4	109
135	12	31	3	8
2	18	19	2	101
17	4	38	1	202
102	4	18	3	204
65	1	4	1	193
34	33	33	4	89
9	24	19	3	13
38	22	23	4	140
14	3	4	3	148
147	9	12	4	204
38	15	13	3	127
37	26	29	4	37
11	38	21	1	26
142	36	25	3	194
77	39	16	4	38
37	40	41	4	188
99	13	31	2	89
45	20	18	1	188
83	9	23	3	25
125	6	33	3	139
150	39	6	1	40
12	35	40	3	84
123	10	12	1	206
148	6	21	2	73
129	32	30	3	136
21	15	29	1	103
22	27	4	4	1
44	13	5	2	111
106	40	19	2	147
45	41	5	1	166
111	7	30	1	71
11	23	21	1	66
3	17	11	1	141
106	21	23	3	42
30	7	15	1	33
32	4	6	3	85
54	18	9	1	157
2	27	14	3	201
52	33	27	2	119
51	5	28	2	202
62	16	33	3	19
62	40	10	4	177
134	28	19	3	10
25	2	4	4	34
42	20	41	2	7
19	6	22	3	195
11	14	22	4	148
38	27	29	4	153
14	24	11	4	3
11	17	26	3	118
38	22	30	2	30
48	25	12	4	36
24	34	27	1	86
11	29	14	4	188
38	39	31	4	198
117	20	27	3	167
80	5	30	2	195
30	38	8	2	36
14	31	2	3	94
75	41	41	2	130
15	40	29	3	188
47	7	29	1	121
82	10	36	4	45
43	24	24	4	43
80	12	26	1	22
72	30	15	4	163
12	13	14	1	27
12	19	1	4	28
80	40	23	4	64
27	22	1	1	22
34	35	36	4	184
48	8	8	2	119
22	11	26	2	25
59	5	8	3	40
113	11	1	2	32
4	16	40	4	31
71	27	29	1	109
81	11	10	3	122
146	2	4	4	2
113	17	9	2	169
7	14	38	4	52
48	39	7	1	182
108	34	6	4	36
131	22	1	4	188
38	13	29	2	77
103	6	14	1	174
64	39	31	2	111
120	4	32	1	41
33	32	3	4	190
98	33	41	2	44
101	3	6	3	98
16	40	20	2	153
67	17	5	2	173
68	13	22	3	192
26	8	14	3	160
105	38	41	2	55
149	3	11	4	66
10	11	19	3	169
8	4	5	3	170
144	11	38	3	143
62	40	11	1	130
128	40	41	2	191
67	15	22	1	177
97	28	12	1	204
105	36	5	4	196
90	8	6	3	42
105	38	1	3	4
70	35	1	1	38
40	21	28	2	141
116	34	37	3	141
144	14	40	4	158
29	11	13	1	130
52	29	4	4	42
48	16	36	2	116
94	28	40	3	101
136	39	33	1	78
83	6	4	4	164
103	3	28	3	43
63	14	39	3	143
109	12	18	4	112
146	13	34	3	61
123	32	35	4	164
113	29	18	4	170
72	1	11	3	130
43	13	20	3	204
20	40	35	2	115
139	1	32	4	154
102	26	3	4	205
6	10	13	2	165
3	26	36	3	39
81	2	5	4	167
31	8	39	3	186
71	9	1	1	24
27	30	27	4	155
130	12	30	3	200
120	12	22	4	31
120	3	13	1	183
32	26	26	1	29
88	7	1	3	201
87	38	16	1	200
41	38	4	3	193
107	18	41	3	171
144	7	28	4	156
131	16	28	3	30
71	18	16	2	34
75	17	15	3	83
4	39	22	2	14
19	15	38	2	73
138	32	22	2	101
72	20	29	2	117
20	6	24	1	180
39	14	19	2	81
44	15	20	3	182
77	31	34	2	39
88	36	7	3	100
41	33	32	3	30
77	20	40	2	77
62	10	40	3	45
123	14	33	2	143
129	22	20	1	14
96	37	20	4	73
110	28	40	1	57
109	3	9	3	198
37	19	14	4	153
12	9	40	3	150
86	17	33	3	121
121	6	38	3	43
97	40	5	4	138
106	17	11	2	194
53	35	14	3	10
133	1	17	4	12
109	21	40	2	200
76	22	5	2	56
84	6	32	2	162
79	24	31	4	155
95	34	11	3	199
108	25	17	3	41
35	22	15	4	196
50	33	34	2	124
40	27	38	1	156
59	31	33	2	16
5	38	13	4	161
1	7	35	4	41
92	39	5	3	134
115	29	28	4	74
46	11	13	1	127
55	8	8	1	184
81	13	38	2	149
115	28	8	1	152
97	7	7	2	115
29	20	33	4	139
79	32	10	1	140
115	6	27	3	164
72	38	22	3	67
13	21	18	3	185
76	12	24	1	146
102	2	24	4	24
136	38	16	3	30
64	12	34	4	82
71	10	37	1	58
29	19	12	3	182
83	18	37	1	151
149	11	39	4	200
4	19	23	2	55
9	41	4	2	104
108	41	34	2	92
73	13	37	4	101
124	10	23	3	7
144	26	24	1	204
54	1	33	4	48
149	14	34	2	175
148	18	33	2	38
110	3	22	3	46
97	41	19	3	134
79	37	37	3	197
103	29	17	4	178
61	34	22	1	110
96	34	35	4	92
79	4	30	2	8
23	1	18	4	87
135	22	38	4	117
8	29	28	2	91
125	7	39	1	3
16	12	34	2	32
128	37	16	1	155
134	30	15	4	144
148	22	19	4	65
85	33	11	2	113
129	41	12	1	54
24	13	28	1	46
146	40	22	2	10
126	9	33	1	9
12	37	4	1	53
147	23	3	4	137
112	20	26	3	72
99	21	36	2	65
31	31	36	1	38
77	36	9	2	103
85	27	17	2	135
110	24	19	3	182
23	34	10	1	45
48	29	1	3	175
64	35	22	1	101
59	34	16	4	112
148	22	6	2	18
62	2	32	3	139
26	22	41	3	75
139	27	15	2	166
10	6	13	3	31
1	17	10	3	121
13	13	8	3	141
146	39	35	2	186
52	24	27	2	179
16	17	28	4	123
117	6	18	4	23
148	28	13	2	57
139	5	13	3	15
103	1	38	1	70
15	28	8	2	53
42	9	10	4	26
98	1	36	2	136
138	3	40	4	68
21	35	15	2	204
78	20	41	2	54
39	35	30	4	185
133	39	23	4	190
90	16	10	1	193
47	15	4	2	4
27	18	30	2	12
49	36	27	2	142
123	3	15	3	37
68	34	41	1	47
16	41	9	3	136
13	11	35	1	91
109	25	32	1	107
144	36	20	4	108
74	2	26	4	189
119	28	29	2	191
79	9	24	3	166
57	35	9	2	77
122	32	10	4	161
116	4	33	2	155
28	16	14	4	56
48	36	24	2	204
48	19	19	4	59
117	15	12	1	154
13	18	40	3	5
55	1	2	1	185
146	40	18	2	153
105	34	19	2	21
105	21	31	2	18
25	14	4	2	51
21	11	1	4	206
42	6	20	2	76
56	8	31	1	191
118	38	38	4	13
27	24	4	4	134
49	35	21	2	192
25	5	18	3	132
51	11	30	3	52
55	25	26	4	182
32	5	24	1	155
123	40	22	2	131
12	14	15	1	26
87	20	35	3	6
25	36	29	3	200
76	12	12	4	67
69	40	2	1	140
121	1	2	2	166
3	24	6	3	174
101	40	32	4	67
18	37	39	4	48
118	33	32	1	112
113	12	5	4	147
23	17	8	2	188
71	3	3	2	51
110	14	14	3	134
22	12	11	4	137
64	14	12	4	190
130	26	3	1	169
139	41	4	4	2
146	22	12	1	91
39	19	40	4	197
62	5	22	1	122
120	35	40	2	72
2	24	3	3	52
102	7	18	4	156
46	13	32	4	23
39	25	19	1	26
3	26	16	3	162
23	15	9	1	2
50	2	25	3	126
62	9	34	4	118
21	36	38	1	91
40	27	13	2	180
76	25	41	2	36
45	1	9	3	83
45	41	23	1	31
108	20	22	1	199
117	2	18	2	22
97	23	40	2	99
121	17	26	4	102
104	28	40	1	79
55	36	8	3	32
12	41	12	1	184
69	10	35	3	32
69	31	27	1	49
144	30	1	2	101
63	12	19	4	148
1	24	23	1	46
51	36	3	2	111
76	24	8	4	152
71	26	36	1	23
150	37	9	3	30
75	35	39	1	91
69	24	13	4	177
36	2	38	2	7
142	8	14	4	112
129	28	3	1	39
73	5	26	1	179
44	32	16	1	72
84	21	6	3	196
84	19	1	2	31
47	27	34	2	171
13	38	20	4	160
150	24	13	3	128
12	2	37	1	147
103	32	38	2	177
17	39	25	1	28
102	33	13	3	124
116	5	20	1	19
6	4	5	1	41
123	33	38	3	88
3	31	35	2	78
110	34	38	1	17
111	34	30	2	10
10	34	15	4	138
79	28	18	3	203
11	32	32	2	178
79	19	26	4	138
48	4	11	2	202
64	30	14	4	157
12	24	4	4	67
143	24	1	3	77
35	11	2	4	63
27	30	21	4	48
132	12	22	3	26
104	3	22	1	173
96	27	17	2	78
26	33	31	3	187
15	13	33	2	194
21	34	8	3	106
22	23	4	2	156
28	22	3	1	54
31	13	25	1	101
27	23	37	3	145
15	3	12	4	64
144	10	19	1	172
30	38	37	2	126
141	36	34	1	76
91	40	33	3	4
117	3	39	2	50
65	38	6	1	78
38	21	32	2	202
129	38	18	2	160
134	8	32	1	43
88	26	41	1	172
80	20	3	2	66
22	15	9	1	105
31	23	6	1	170
82	29	41	3	163
11	15	2	3	21
93	4	9	3	101
110	18	16	2	90
80	41	40	1	94
120	15	24	4	131
123	18	32	2	179
135	30	36	1	82
45	18	26	1	5
77	13	23	2	50
41	3	28	3	114
143	25	5	3	80
111	32	19	3	127
58	10	28	2	102
8	3	17	3	26
20	33	33	1	113
43	34	12	2	149
82	31	35	4	16
112	26	24	4	169
114	28	37	1	173
92	34	30	2	144
43	36	35	1	26
134	14	2	1	172
108	15	5	1	130
53	33	6	2	141
109	3	19	4	18
147	28	34	4	181
80	23	22	3	36
39	27	6	2	111
78	7	28	4	195
99	2	41	1	73
89	12	36	3	65
117	19	22	4	109
101	24	17	4	39
115	9	12	2	202
149	31	15	4	183
67	20	40	4	46
49	21	40	1	5
41	41	30	2	48
8	41	23	2	25
114	17	30	1	146
102	8	1	4	192
146	36	38	3	151
119	15	15	2	80
92	33	25	2	52
39	17	35	4	117
72	33	21	4	84
119	38	40	4	71
37	31	10	4	169
107	14	26	4	75
71	34	37	2	19
22	40	28	2	118
59	11	24	3	65
38	13	7	2	31
32	26	38	4	97
59	36	4	4	139
46	35	32	3	162
55	27	27	2	38
11	29	25	3	182
10	37	18	4	76
78	4	10	2	172
93	22	20	2	126
75	19	9	2	187
33	4	3	3	123
7	1	40	3	192
81	3	30	2	194
43	41	38	1	192
59	20	11	3	194
92	9	27	1	163
9	13	4	4	82
52	30	40	1	203
81	24	19	2	88
121	17	25	1	200
45	1	8	2	113
31	5	4	2	53
124	11	11	4	11
73	24	21	4	87
102	10	36	4	136
118	17	21	4	54
100	35	26	4	164
22	41	18	4	113
40	6	37	4	165
100	36	37	1	173
21	36	14	3	142
132	12	31	2	120
8	21	7	2	185
103	13	6	4	124
65	5	38	4	17
42	7	37	3	44
125	41	9	1	38
34	24	34	3	9
135	8	1	3	14
37	29	39	2	158
116	39	29	3	20
85	34	26	3	198
57	4	23	2	193
23	20	28	1	132
103	14	35	2	127
140	26	29	3	93
35	14	30	4	15
56	14	38	3	143
104	8	10	3	110
115	2	18	1	45
134	11	24	1	188
25	2	36	3	101
120	4	5	3	180
143	28	14	4	49
33	3	4	3	162
149	36	12	1	162
27	21	6	2	109
35	6	34	2	48
38	7	33	2	52
18	24	21	2	70
105	7	12	2	158
112	34	31	3	159
139	20	27	3	191
43	1	32	2	49
21	23	4	3	28
93	11	1	4	197
68	27	16	1	137
125	2	32	4	176
66	17	25	2	171
53	33	30	3	165
59	12	33	2	185
102	32	7	4	161
53	31	29	4	203
122	23	28	3	203
137	22	35	2	83
7	23	34	3	145
108	39	9	3	167
65	7	24	1	192
127	5	37	1	47
6	32	39	3	169
108	16	12	3	43
130	32	28	4	155
83	4	24	4	45
74	39	10	2	56
86	31	41	4	158
86	10	24	3	91
123	1	5	1	94
141	17	26	1	80
23	29	7	2	131
26	24	38	1	53
100	12	25	2	123
63	24	20	1	81
106	6	18	2	36
38	17	19	3	169
93	1	24	3	16
111	5	31	1	117
52	11	1	1	199
14	10	24	1	81
9	27	40	3	1
144	7	34	4	105
132	15	12	1	134
80	40	41	3	30
124	32	5	3	68
59	37	17	1	131
144	25	30	1	57
36	19	5	1	42
103	19	13	4	164
52	23	27	1	93
39	31	5	3	75
104	35	40	4	101
127	24	36	4	68
26	25	38	3	149
116	32	40	1	188
48	33	33	3	184
26	17	12	3	90
115	5	31	4	178
134	29	41	1	136
99	17	24	2	66
130	19	10	1	153
71	30	4	2	131
33	10	14	3	34
151	38	29	3	58
88	17	35	1	160
135	27	27	2	38
65	4	40	2	110
108	34	20	3	152
52	36	33	2	170
113	10	32	2	189
40	8	40	2	198
70	36	2	3	99
8	31	37	2	198
30	19	41	2	206
125	4	4	2	158
105	36	41	4	108
55	10	21	4	99
151	27	41	1	46
91	21	6	2	165
73	27	24	3	159
31	12	1	2	102
11	10	14	4	202
90	35	36	4	181
144	10	8	2	100
144	40	3	1	174
127	14	27	1	7
112	5	24	3	180
61	25	13	2	176
147	10	37	3	57
57	32	40	2	2
93	6	35	2	150
122	8	18	4	170
108	26	20	4	139
48	5	11	4	107
69	27	34	4	86
140	23	39	3	162
115	13	3	1	13
90	40	13	3	50
98	29	14	3	195
103	23	23	2	197
96	36	21	1	21
121	21	4	2	137
116	20	5	4	126
43	12	27	2	195
35	40	21	1	44
56	14	22	2	155
146	7	23	4	102
60	25	20	1	27
10	39	15	2	14
67	26	8	3	67
58	26	1	3	181
143	24	30	1	188
74	11	21	3	124
88	1	20	1	188
57	33	34	1	41
3	40	37	4	29
108	18	39	4	121
45	5	37	3	10
90	10	16	3	69
139	33	31	1	18
85	33	15	4	202
73	19	4	3	103
88	13	36	4	50
20	36	2	3	106
8	5	29	1	144
40	12	10	2	151
99	5	38	3	57
69	25	41	4	113
51	11	19	3	189
68	23	33	2	193
101	21	35	2	206
135	25	22	3	113
47	36	16	3	39
123	30	6	3	136
62	38	40	4	202
134	35	2	2	176
141	35	10	2	138
137	26	22	3	169
101	19	3	2	193
114	22	38	1	198
72	9	40	1	93
78	23	28	4	128
38	19	17	1	150
81	16	1	3	35
47	40	1	4	176
60	8	1	3	32
89	14	40	1	193
21	28	34	2	152
110	33	12	2	35
7	27	33	1	49
42	24	25	2	90
116	3	8	1	75
42	26	20	1	175
49	28	13	4	28
48	23	4	3	83
3	39	1	3	104
87	39	11	3	112
115	10	36	3	204
135	6	12	1	152
85	3	31	3	40
91	29	28	4	71
144	40	25	2	77
85	32	3	2	93
77	18	4	2	15
27	19	28	1	106
130	32	38	1	135
70	23	15	4	150
65	10	33	3	132
97	30	18	3	168
132	34	34	1	199
72	3	24	1	146
93	24	9	3	163
34	13	29	3	190
8	2	18	2	171
59	10	5	1	159
8	2	23	2	95
118	20	7	3	161
6	29	17	4	31
10	29	24	1	184
78	4	25	4	42
18	25	25	3	177
68	10	33	1	198
74	23	29	4	184
118	25	14	4	117
117	5	25	1	111
60	14	6	3	107
57	16	27	3	181
92	4	2	3	61
132	4	19	1	28
114	36	12	1	22
15	19	32	3	63
44	11	32	2	200
40	8	20	4	148
72	36	38	1	178
140	21	29	3	20
95	6	34	1	135
48	16	18	1	57
120	24	21	2	78
55	24	35	4	144
31	20	3	3	45
6	39	21	3	139
75	12	22	1	151
129	5	23	1	139
126	13	7	4	57
23	29	29	4	173
4	19	30	1	149
14	5	25	2	156
124	21	26	2	100
1	17	31	3	6
68	10	17	1	132
21	6	15	1	201
53	5	9	2	56
24	34	2	2	181
81	16	25	2	124
111	7	29	1	60
60	2	20	3	39
53	41	3	2	100
16	21	14	3	113
126	31	24	4	51
115	19	27	3	76
81	31	31	4	56
42	6	23	4	149
43	34	41	3	180
110	12	4	2	37
71	7	40	2	68
114	19	41	4	154
86	9	32	2	118
23	17	28	2	86
60	41	23	2	100
102	3	39	1	108
78	14	13	4	83
101	37	37	2	13
15	16	22	4	182
6	29	1	4	198
140	24	7	3	69
45	38	27	4	82
77	29	9	1	21
93	7	36	3	47
1	38	13	4	136
122	3	41	3	148
3	35	4	4	185
151	27	6	4	167
9	18	7	4	197
27	5	14	1	180
9	10	6	2	44
67	29	32	1	102
7	6	27	4	48
6	15	9	4	105
137	32	16	1	186
123	17	28	4	190
126	31	28	2	24
59	3	17	1	37
12	13	22	2	127
7	16	37	3	164
107	27	10	4	56
10	39	40	1	93
10	6	23	3	16
8	30	1	4	189
46	41	5	2	151
120	38	33	3	121
105	14	19	3	167
118	8	33	1	7
7	33	40	2	159
102	22	27	2	47
33	39	8	4	54
82	2	5	4	49
101	1	13	3	133
139	8	35	2	124
131	13	6	2	41
84	23	37	4	116
69	3	32	1	34
25	33	40	3	32
85	25	24	2	167
83	11	36	3	187
122	5	15	3	62
101	32	5	3	116
72	14	27	3	57
83	21	14	3	81
25	41	37	2	150
93	41	7	1	136
63	29	41	4	16
26	26	31	1	43
38	16	9	3	114
135	28	31	1	145
111	28	7	1	178
60	32	13	2	168
114	35	28	3	174
120	13	7	3	198
93	10	38	1	160
130	9	31	2	33
31	34	23	2	78
77	33	17	2	183
143	2	5	2	206
22	4	25	2	106
104	24	2	1	67
92	30	20	2	128
33	28	22	1	94
11	38	39	1	146
148	9	8	4	5
66	12	17	2	129
81	38	8	1	74
1	3	35	2	42
46	35	28	1	205
147	14	2	2	159
81	10	23	3	45
74	5	31	3	42
61	1	35	4	182
86	4	13	1	45
22	6	39	3	68
70	5	15	2	56
55	7	14	4	106
65	13	18	3	186
16	23	24	3	49
84	8	30	3	117
32	3	10	4	37
31	12	3	4	32
112	3	5	4	166
80	37	26	3	106
125	15	14	3	137
93	19	27	4	72
108	10	40	1	12
48	18	8	1	28
44	41	24	4	32
78	41	21	3	171
18	7	1	2	173
23	9	14	1	159
8	29	34	3	54
97	23	33	1	91
114	30	13	2	34
140	3	5	2	173
40	36	37	1	174
122	32	3	2	93
17	37	35	3	59
149	19	1	3	13
148	17	3	4	143
102	28	2	3	155
4	30	4	3	78
78	26	29	4	165
16	6	19	1	115
150	2	30	3	73
49	40	29	1	10
2	35	21	1	175
3	3	12	3	56
133	7	30	1	102
26	26	28	3	105
66	28	7	3	94
139	26	24	1	4
96	1	6	3	58
69	7	11	3	21
7	3	6	4	13
2	5	40	2	82
88	5	36	1	31
150	16	13	3	198
16	31	2	1	124
127	5	3	4	119
40	6	5	2	12
86	25	38	2	191
108	21	35	1	131
130	30	27	3	206
42	7	40	4	186
149	15	22	1	32
67	18	20	3	87
74	7	41	3	100
92	21	33	4	158
81	30	29	4	31
148	26	29	1	154
44	8	5	1	87
137	13	2	4	76
111	8	29	1	194
24	21	26	1	202
14	37	37	3	42
12	27	41	1	39
22	24	31	1	149
54	21	16	1	180
33	18	18	3	201
2	16	38	2	123
4	9	9	2	29
56	38	34	1	174
143	25	8	3	71
24	8	33	3	156
114	20	5	3	160
43	14	34	3	155
103	38	36	3	150
82	1	38	1	35
73	19	21	4	192
25	23	12	2	43
69	16	4	4	172
57	33	26	3	183
51	36	4	3	75
86	28	11	2	102
13	2	3	3	21
119	22	14	4	117
107	7	12	1	88
75	13	28	3	74
67	16	1	3	128
113	1	26	4	74
25	36	18	3	55
5	33	12	4	133
121	35	15	1	127
28	3	3	2	200
150	11	33	4	42
7	28	30	2	56
61	11	2	3	205
1	37	19	4	185
114	36	12	1	108
11	16	30	2	160
5	35	22	2	182
71	9	11	4	191
100	12	11	2	184
3	25	35	4	53
100	29	23	4	58
47	16	31	4	74
90	12	2	2	52
72	7	2	3	105
12	22	39	4	148
119	18	27	2	83
135	13	20	4	193
55	15	14	1	63
111	28	5	2	95
3	12	34	1	155
144	4	23	3	98
92	13	16	1	130
32	19	34	1	206
36	1	18	4	67
14	31	36	2	133
54	22	28	3	17
99	21	21	3	197
36	26	3	2	175
89	5	24	2	64
121	37	22	1	30
106	32	28	2	201
122	19	32	1	147
48	39	27	2	132
110	24	17	1	114
19	38	6	1	71
23	7	22	3	111
22	19	38	3	34
59	31	37	1	166
6	32	21	2	44
131	12	12	3	202
115	20	8	4	48
130	31	33	2	67
148	17	19	2	67
75	5	5	2	150
35	6	27	4	107
112	31	13	2	201
113	8	19	1	156
126	13	9	3	109
148	2	23	2	95
7	4	32	2	144
148	19	41	3	77
111	12	34	4	72
104	36	38	1	64
53	27	11	3	37
63	31	31	3	138
65	17	34	2	129
55	1	6	3	55
97	36	21	4	143
91	34	17	1	129
117	36	34	2	206
125	41	27	1	145
61	39	10	3	127
141	22	41	4	132
79	33	28	4	181
130	19	20	2	82
55	30	29	2	121
34	31	28	4	106
31	36	6	4	147
93	36	34	2	19
16	29	4	1	23
143	15	26	1	78
67	12	29	4	105
44	12	10	2	13
71	11	32	2	3
144	23	26	3	31
87	22	12	3	132
109	36	34	2	58
65	1	32	2	72
24	26	18	2	123
86	25	5	1	195
105	33	25	3	86
144	40	25	1	198
60	7	24	2	200
75	12	32	4	4
142	18	33	1	121
98	34	9	2	99
84	37	21	2	59
110	41	8	3	101
73	5	14	2	61
54	11	15	4	110
87	24	25	4	182
32	1	30	3	126
50	39	3	4	101
45	39	12	4	89
108	16	22	1	177
134	5	21	2	119
113	23	3	4	99
87	32	12	4	159
120	29	36	1	117
58	40	3	2	106
36	10	31	3	137
148	30	1	2	68
113	31	26	1	79
25	5	1	2	141
52	16	31	2	43
6	14	1	4	40
131	4	6	4	166
146	20	27	3	155
54	2	19	3	58
