width	diameter	pcd	et	dia	manufacturer
22	2	33	82	100	70
17	1	13	20	70	88
17	8	29	73	42	53
25	8	38	111	91	7
13	16	30	47	50	44
25	14	2	1	39	44
26	7	9	81	37	66
24	4	39	123	36	5
14	10	4	12	57	23
24	1	9	90	15	49
21	9	38	58	84	67
9	3	1	68	35	67
24	1	29	3	91	11
9	5	9	96	51	66
10	3	47	102	3	40
24	11	18	86	13	50
5	18	44	10	46	33
15	15	20	12	4	8
14	12	17	91	58	57
5	10	45	17	23	10
10	15	40	23	109	42
11	11	5	63	91	2
13	18	15	23	21	30
1	7	23	103	48	48
3	3	34	21	40	14
2	5	21	57	109	3
16	6	5	123	81	57
17	4	35	100	44	89
15	1	21	32	17	27
18	14	15	94	37	4
18	17	41	23	116	55
2	7	2	28	27	31
20	16	50	34	27	32
10	10	47	34	38	22
10	10	25	79	81	74
3	17	9	61	70	23
1	9	25	20	100	10
14	4	15	27	60	47
11	2	13	124	109	61
19	17	30	73	31	49
13	14	4	9	37	56
15	2	22	79	55	47
25	4	4	88	10	13
11	17	17	125	78	73
24	12	31	98	50	27
16	9	21	48	110	65
13	5	29	65	79	20
17	3	31	26	113	39
24	16	29	32	96	53
19	11	25	17	107	39
13	1	20	44	21	15
1	1	8	77	93	2
17	15	36	56	66	4
15	7	42	58	56	42
26	9	43	39	68	14
4	5	51	122	89	68
23	12	18	71	23	70
3	17	46	12	75	60
25	4	38	117	48	54
12	2	21	116	82	24
3	16	12	121	91	74
3	18	2	28	96	1
4	3	13	41	70	8
4	3	37	118	41	27
16	2	15	34	80	76
2	15	3	65	77	55
10	13	23	36	55	21
23	9	16	65	40	60
21	8	16	66	10	74
4	13	50	73	95	48
5	7	21	94	66	75
6	17	37	108	1	83
21	15	41	8	94	28
6	14	38	21	90	63
14	16	3	60	93	56
23	6	34	57	8	76
23	13	3	38	4	79
19	1	2	38	61	41
25	14	22	69	85	61
26	15	21	122	98	19
19	8	41	4	37	5
13	8	39	102	110	74
24	12	23	60	7	26
24	7	44	34	110	83
21	17	31	72	114	67
26	13	39	68	96	44
25	12	26	109	78	54
17	3	6	23	63	84
16	16	15	62	15	3
4	11	9	91	54	75
23	5	17	84	43	28
20	1	39	43	23	58
1	9	10	60	97	65
4	12	39	65	52	17
10	8	22	8	51	30
4	12	4	15	9	85
6	9	21	51	63	47
15	14	27	59	10	40
6	2	39	101	44	66
26	8	3	59	108	75
5	7	5	57	112	49
7	17	15	12	51	14
21	13	15	7	43	64
9	1	25	42	115	1
7	13	22	31	44	29
18	5	2	88	73	67
12	5	35	9	57	45
20	18	48	33	20	35
11	9	49	89	29	70
15	3	49	65	9	14
21	13	14	85	41	55
4	3	39	85	73	87
24	1	41	21	114	84
10	11	40	42	64	17
15	12	35	100	36	32
8	12	16	38	56	75
19	13	18	86	23	20
10	5	50	59	69	28
20	6	12	61	6	36
4	7	43	17	1	23
2	7	41	41	99	63
21	6	20	12	69	25
17	13	29	96	4	83
22	2	36	66	36	18
13	11	10	10	39	73
16	13	32	35	83	49
2	7	19	83	75	61
25	17	17	15	104	70
15	5	39	20	85	63
9	4	31	104	6	81
10	10	15	101	18	20
10	9	6	80	5	6
13	16	47	109	21	47
22	13	27	44	32	6
11	9	33	29	40	88
20	16	26	3	4	18
19	5	12	42	112	32
6	14	19	74	8	19
13	5	42	116	94	45
3	8	6	39	21	3
11	18	4	126	16	45
23	7	43	44	77	77
16	16	17	46	33	11
7	8	4	101	26	55
15	2	41	66	54	56
6	7	43	68	27	28
24	7	38	100	23	40
22	15	34	36	36	2
2	1	34	110	83	58
3	7	29	101	75	25
6	16	24	33	108	41
6	13	43	81	26	30
19	13	44	17	58	48
6	12	44	98	76	74
12	11	40	8	115	15
4	9	47	42	53	88
4	18	21	62	58	76
7	8	36	115	21	49
16	10	22	97	99	31
4	2	48	39	62	8
8	17	9	14	65	83
4	7	13	19	50	43
18	11	50	79	48	43
9	18	28	114	74	61
19	2	1	4	106	25
7	18	45	95	104	89
3	16	45	98	7	70
9	12	2	110	79	73
12	6	41	111	66	2
15	6	31	39	24	29
14	3	46	106	100	1
25	13	50	13	38	73
13	2	29	72	8	28
8	3	51	107	22	51
4	13	21	11	108	73
18	10	51	126	90	41
20	15	15	56	35	80
22	5	36	47	47	67
20	12	27	106	104	54
4	4	29	114	42	55
18	10	6	113	74	67
21	3	25	26	29	14
19	5	48	57	9	28
19	10	11	124	40	13
19	17	16	97	113	69
6	18	1	70	42	57
11	10	8	100	105	74
19	14	9	17	54	71
21	14	29	35	51	41
14	12	24	52	69	34
13	7	14	90	61	77
19	1	43	107	23	8
17	4	17	121	102	58
16	15	9	64	12	45
12	3	47	52	76	3
20	17	24	18	95	22
21	15	13	59	21	82
17	18	39	11	8	41
17	16	49	24	81	63
14	13	7	54	44	78
19	11	5	104	115	70
2	6	51	5	22	86
11	11	40	5	61	39
3	8	29	18	98	81
11	11	47	10	113	32
5	6	6	67	44	62
10	18	29	99	7	69
13	5	3	99	27	82
7	10	1	115	84	7
10	1	34	92	69	30
12	13	51	9	52	16
3	9	45	125	44	16
23	10	8	56	29	10
2	5	41	33	10	58
5	12	13	73	6	22
14	16	18	1	41	53
20	1	50	66	6	11
11	15	15	89	101	56
4	6	8	123	3	10
5	5	28	101	100	77
17	11	7	92	22	15
7	8	10	81	35	37
21	15	5	38	45	87
17	12	28	27	1	41
6	10	24	64	29	86
6	12	1	23	114	68
9	8	51	123	30	66
18	13	49	114	109	19
8	18	26	56	113	33
16	4	45	20	5	66
1	1	46	81	1	25
15	4	30	70	107	21
12	3	38	18	110	19
26	7	31	73	75	5
3	9	38	63	111	76
14	2	33	85	34	46
4	8	3	18	105	28
13	14	26	110	41	89
18	11	38	75	14	64
2	6	20	24	72	6
6	18	30	53	60	50
26	7	36	15	2	47
8	11	40	1	2	70
24	2	33	56	69	44
11	12	36	111	83	23
9	12	25	43	106	76
24	6	7	76	85	53
18	1	2	82	116	8
14	7	19	54	13	33
11	8	25	71	55	35
11	10	24	96	35	14
1	5	46	101	30	1
24	3	6	124	12	68
25	16	23	11	31	75
9	2	40	23	50	81
2	16	19	87	16	76
22	1	3	89	56	16
9	17	48	100	107	15
3	2	12	102	9	61
20	7	45	112	6	38
26	3	30	67	34	88
25	16	47	58	85	38
7	11	37	99	89	32
4	5	5	31	16	82
5	17	43	28	51	22
6	6	46	20	115	46
10	5	21	90	60	16
9	16	47	111	44	32
16	4	29	35	62	60
21	9	21	118	113	5
9	6	3	60	95	54
1	15	5	97	72	28
9	2	35	34	39	15
17	2	13	70	105	60
23	13	46	75	40	74
15	1	31	46	86	56
23	6	25	91	37	27
8	14	41	52	45	53
20	9	35	65	55	67
9	13	3	117	31	59
16	3	35	122	77	56
17	17	39	90	113	47
24	4	46	122	112	67
11	9	1	75	54	11
25	1	45	40	30	33
13	9	11	23	53	56
6	17	6	11	71	37
4	5	9	111	26	16
6	17	12	108	74	45
5	10	28	71	113	3
6	10	40	64	109	18
14	15	12	117	40	71
26	5	51	10	72	35
1	16	25	115	46	11
9	6	46	46	19	57
21	6	23	4	107	59
4	1	8	52	109	20
25	17	6	62	50	78
21	2	51	80	105	64
25	17	19	126	54	31
1	6	38	98	103	23
11	8	3	72	98	89
20	9	25	94	76	21
15	1	35	104	51	89
15	15	10	116	111	60
21	6	15	102	7	12
19	13	21	40	79	42
3	9	19	82	30	41
6	4	17	13	60	60
18	8	15	120	72	81
3	1	8	17	48	30
10	10	6	24	12	22
14	6	11	84	98	52
4	17	11	93	52	59
10	9	20	73	61	71
1	10	45	75	44	10
6	1	19	88	34	23
21	17	14	121	68	11
19	3	14	80	18	61
25	18	35	126	7	51
17	16	44	39	7	57
25	17	12	18	8	38
21	16	51	103	5	55
10	3	40	16	26	33
10	7	41	59	14	8
21	18	12	72	115	26
4	13	49	97	63	3
25	15	46	98	83	25
9	14	51	73	96	32
7	12	12	17	5	70
3	13	35	64	35	76
15	10	20	36	62	16
18	5	16	82	87	28
3	2	27	33	28	47
19	14	16	15	94	42
6	14	49	110	101	16
26	14	1	103	115	19
12	10	48	94	51	3
15	15	2	19	86	66
3	15	36	14	58	3
20	2	33	67	109	85
23	1	47	37	57	81
14	16	32	33	40	18
22	14	11	26	40	85
13	1	20	28	56	71
11	18	18	108	68	57
7	14	34	22	2	30
10	14	16	109	49	77
21	3	32	30	60	29
22	1	8	54	35	70
11	14	28	9	12	46
25	13	15	34	92	8
19	4	27	14	32	42
15	3	29	6	24	53
20	10	33	115	55	87
2	1	38	41	24	38
12	6	8	3	97	55
9	10	38	48	41	83
10	17	12	125	10	15
22	17	6	60	15	10
24	5	38	121	25	44
12	6	28	50	76	38
24	1	31	9	32	7
3	4	36	91	86	22
20	16	43	73	10	56
16	18	24	8	82	62
19	8	16	63	28	39
11	1	5	70	75	33
4	3	50	10	22	26
15	9	28	78	2	28
7	16	2	120	94	64
14	7	3	13	2	24
21	1	42	93	64	3
2	7	23	40	92	79
19	2	27	10	40	80
9	2	14	125	8	63
26	11	21	123	34	73
11	7	42	7	23	85
25	4	24	53	109	78
26	12	3	43	20	40
6	2	21	33	93	52
5	11	35	58	46	13
20	14	38	94	93	48
23	4	1	94	19	32
19	5	47	71	81	12
12	8	24	30	27	20
21	14	4	48	43	38
11	9	19	15	111	89
6	13	50	78	27	77
19	18	44	12	109	53
22	12	12	56	60	11
5	8	25	54	104	12
11	9	9	55	85	72
9	7	27	122	63	37
23	3	48	116	8	66
23	4	31	106	96	67
9	15	24	118	57	29
5	7	20	118	94	25
19	16	6	20	31	12
2	11	34	96	80	75
16	1	14	42	1	37
18	5	5	70	43	80
12	5	40	31	85	20
21	13	14	125	13	59
7	14	20	97	98	21
12	8	9	30	107	63
7	13	31	19	25	59
3	10	24	101	82	26
21	10	50	55	37	52
26	5	6	107	10	66
14	8	2	43	96	69
18	18	18	107	75	26
8	2	50	126	60	12
7	14	45	28	22	20
9	7	11	3	35	46
15	10	13	69	72	33
12	9	4	31	52	89
16	6	19	65	109	9
1	8	22	89	98	57
16	9	31	17	3	27
22	10	40	111	4	66
22	13	2	111	63	78
25	14	22	100	3	55
18	7	16	99	12	34
13	15	7	123	12	32
4	6	27	90	24	82
16	17	41	94	49	19
23	4	9	84	19	9
3	10	22	117	39	40
12	17	40	53	59	44
11	2	32	76	71	55
9	18	7	122	50	40
5	13	8	114	56	21
15	13	40	13	11	80
1	2	48	19	19	69
6	13	16	67	35	58
20	18	3	17	7	47
14	18	45	98	55	80
3	1	18	104	36	67
5	2	11	101	73	3
15	1	26	7	55	43
6	17	3	46	90	83
20	13	2	123	102	44
11	16	33	81	60	63
26	13	27	22	85	23
11	18	17	44	5	56
16	14	39	7	24	24
18	6	36	124	92	11
11	5	51	29	102	3
4	13	19	42	3	3
1	15	2	37	89	6
20	16	3	104	68	54
25	10	9	121	36	64
16	4	25	54	96	25
2	18	20	126	29	84
11	15	28	11	37	10
11	18	17	48	3	14
19	6	15	25	2	65
7	3	20	60	108	50
22	11	33	91	72	76
8	8	48	118	65	72
20	3	11	34	25	79
13	8	40	52	37	48
24	10	1	52	43	40
25	10	28	105	56	2
9	6	4	126	41	38
5	4	31	88	115	33
17	3	6	17	11	43
22	6	35	79	23	57
22	5	31	92	64	40
7	9	33	96	74	34
13	5	10	123	66	61
13	5	30	45	17	8
14	11	14	86	16	75
10	15	39	92	63	58
7	12	7	33	36	76
12	14	48	30	73	13
13	6	19	33	73	44
5	17	3	78	10	84
8	2	19	92	27	8
24	6	27	19	60	15
10	4	26	49	46	61
23	10	38	38	79	48
23	4	18	58	65	32
18	9	21	8	67	8
18	5	32	73	108	59
5	3	3	100	11	69
11	1	9	7	44	31
19	13	23	20	93	65
22	17	16	63	3	38
2	11	28	86	109	29
20	12	28	101	107	87
2	5	27	76	90	56
3	6	20	100	57	28
25	7	39	76	105	25
9	8	46	125	20	57
17	14	45	91	18	59
12	5	15	60	107	51
7	14	25	17	14	72
26	18	19	61	107	38
11	7	8	53	28	85
18	15	32	110	48	36
22	10	41	78	62	15
6	10	5	29	60	72
25	2	7	21	69	24
8	9	37	81	24	47
7	14	47	34	13	78
13	9	30	17	57	46
23	10	27	113	112	33
19	7	17	100	30	47
10	13	46	115	80	12
16	12	12	27	81	22
19	5	27	82	50	11
13	10	10	7	87	32
5	15	8	124	84	25
26	7	16	122	1	7
2	14	10	35	100	89
7	3	24	11	7	40
5	2	21	1	23	1
11	6	15	88	92	85
11	17	34	41	69	86
16	3	43	59	57	57
9	7	26	75	104	34
26	9	37	42	12	41
5	3	29	121	113	53
4	8	39	66	85	43
23	16	45	18	36	60
19	8	24	121	8	65
24	5	9	36	26	6
2	16	2	20	4	5
23	12	18	111	94	22
24	12	46	1	84	74
3	10	17	10	15	19
11	18	39	58	96	2
9	8	17	106	47	71
11	6	46	119	111	85
24	15	32	105	3	20
6	4	43	104	93	66
23	6	40	6	34	48
23	13	31	36	17	87
18	9	24	52	36	25
10	3	23	63	58	61
7	2	5	1	66	77
9	3	33	60	59	76
11	5	18	68	67	53
7	6	10	38	83	30
3	5	50	66	61	78
7	16	19	39	5	36
20	12	13	107	54	64
20	3	31	86	47	40
12	12	28	68	79	40
4	15	2	94	29	50
23	7	4	90	76	42
26	12	21	68	8	37
25	10	29	109	108	39
17	12	4	17	98	69
17	14	3	64	99	41
26	14	19	31	109	26
5	9	10	17	63	77
10	8	39	99	68	59
17	15	41	71	9	27
20	6	35	95	12	57
2	14	19	93	28	34
5	3	47	32	37	58
14	16	13	80	40	84
25	9	48	118	3	82
13	16	39	91	60	44
15	4	48	72	14	19
23	17	26	116	37	44
10	5	21	74	70	27
26	16	29	74	86	11
2	9	19	10	110	42
9	8	17	57	16	44
19	2	4	86	39	5
13	11	41	67	78	69
15	7	51	39	43	55
12	5	38	83	8	34
17	17	18	40	93	59
24	6	18	13	58	26
26	14	6	25	66	35
10	15	25	54	91	17
6	7	46	88	28	31
4	14	31	87	52	25
11	12	10	46	35	27
20	3	36	44	55	20
17	10	50	62	49	73
8	15	42	80	84	43
26	3	49	98	91	47
17	18	42	100	22	42
4	5	13	89	35	8
19	10	35	108	76	63
24	18	12	118	40	36
21	9	3	108	78	42
11	18	1	51	67	89
26	2	4	16	90	74
9	15	28	76	99	43
19	2	45	105	73	59
11	15	47	126	80	49
14	16	32	32	115	4
6	9	33	12	10	45
6	8	45	114	69	32
24	18	9	65	48	19
16	1	37	101	88	27
2	10	9	58	108	85
22	2	36	3	85	81
14	3	15	1	109	80
8	9	37	66	67	80
24	7	13	117	68	24
2	15	30	43	87	52
8	1	22	7	106	54
24	4	15	30	39	79
23	6	5	14	104	7
25	12	37	13	66	29
8	8	29	41	85	71
16	16	7	89	110	84
1	14	4	5	37	76
19	17	29	32	28	78
1	3	46	22	101	65
5	16	8	75	76	41
6	18	26	73	3	78
1	1	7	84	41	17
19	7	35	42	71	8
3	4	26	111	96	37
3	12	34	88	22	7
7	2	26	40	63	5
1	1	11	116	116	13
13	15	29	81	13	11
1	18	13	30	64	9
25	8	50	41	25	21
19	14	18	19	91	1
13	16	26	120	57	39
18	7	19	16	32	84
2	3	10	63	1	59
26	1	5	86	81	47
3	9	33	98	71	58
25	3	34	121	76	29
25	7	3	18	53	43
5	11	48	52	52	45
18	8	15	4	97	44
5	18	38	85	55	44
13	10	51	1	35	20
2	6	20	106	87	30
5	5	15	16	114	21
6	17	47	108	89	17
26	4	12	71	31	82
19	2	42	99	42	17
4	2	29	70	11	3
24	17	20	81	20	58
8	12	6	48	31	76
20	14	50	58	16	41
7	10	43	72	50	24
4	18	24	58	40	72
26	18	4	77	111	45
16	2	46	22	61	29
5	16	48	93	49	22
23	15	31	48	97	9
25	10	47	72	7	34
3	7	38	2	72	14
22	3	13	95	63	9
24	12	32	116	39	78
15	8	39	88	88	57
2	6	39	20	67	32
2	2	6	29	95	71
13	2	42	29	1	69
18	2	16	2	28	80
1	4	11	14	66	31
3	7	46	94	71	16
2	18	40	37	50	89
5	12	21	85	96	79
8	16	19	30	81	46
19	5	3	38	69	73
15	10	32	109	73	33
14	3	11	89	13	65
22	12	19	121	96	85
15	16	5	91	43	74
15	3	32	96	32	16
7	11	41	81	91	81
3	11	20	67	79	25
21	6	3	111	23	26
15	3	42	67	22	34
17	16	25	98	38	36
3	10	20	97	29	49
9	1	6	61	26	15
12	4	47	55	12	85
2	17	29	85	103	48
22	13	14	63	45	41
19	4	7	4	59	10
14	12	37	105	52	35
10	18	13	97	58	88
15	18	33	6	97	27
22	12	3	59	46	67
13	5	29	6	83	12
3	9	3	26	104	48
18	15	12	105	78	57
13	1	48	95	40	53
23	1	34	84	83	19
1	14	1	66	19	63
3	6	34	120	44	46
6	11	3	16	100	75
15	5	49	92	103	44
9	10	21	53	95	89
12	12	44	59	32	86
23	9	42	5	59	59
25	1	8	57	76	19
5	5	18	108	107	86
5	5	50	2	115	5
15	6	16	34	56	80
26	9	46	46	83	26
4	5	5	57	23	6
4	3	27	118	75	18
26	17	3	85	67	73
9	7	37	62	68	25
6	13	12	4	11	52
2	4	6	55	95	10
3	2	45	126	97	67
19	5	29	105	49	3
9	13	26	27	89	3
23	1	31	96	103	77
22	4	15	28	38	23
9	1	7	54	93	69
17	4	1	47	113	8
20	3	22	69	88	9
18	15	30	60	21	41
19	8	9	83	14	33
9	13	28	11	114	4
1	4	34	43	97	79
18	10	46	112	92	21
23	6	17	99	9	71
26	6	8	56	96	13
23	13	9	23	75	14
18	14	49	103	83	65
11	16	14	101	33	74
19	4	8	29	97	2
13	7	48	88	90	78
6	12	35	39	74	89
8	9	48	9	23	75
14	10	51	44	35	5
23	12	37	66	113	84
12	11	1	91	33	60
20	6	20	5	95	4
2	18	31	29	96	21
19	15	2	71	77	88
26	18	24	25	113	88
9	5	21	33	83	59
26	2	21	45	18	12
5	12	19	47	48	84
25	1	48	22	76	17
8	16	47	98	26	45
24	14	46	86	49	14
19	14	46	56	44	53
20	12	25	14	57	34
7	16	16	39	46	76
13	4	18	12	72	13
21	12	4	30	13	57
22	2	7	31	4	58
5	12	20	109	35	1
18	9	23	54	57	76
24	6	23	37	25	11
3	5	9	95	28	36
8	2	19	24	105	89
11	3	23	91	116	37
7	9	47	48	91	3
21	13	14	89	31	3
12	10	29	25	114	25
21	3	32	90	23	36
23	3	30	102	76	23
2	7	39	41	57	44
5	1	28	74	21	50
14	12	47	121	53	32
11	14	25	95	97	51
14	14	11	87	51	10
5	2	8	2	24	19
20	13	40	24	11	21
14	16	22	79	95	23
1	7	4	68	3	83
6	10	14	16	49	60
15	15	10	6	74	75
15	14	18	123	69	60
18	16	51	118	82	63
10	7	1	118	66	86
20	15	16	108	114	48
1	10	36	91	59	42
4	16	32	62	51	12
21	17	1	62	70	61
14	11	23	42	2	73
23	11	28	58	5	48
21	11	12	121	51	1
5	7	42	94	110	62
3	14	48	53	68	53
9	10	25	50	8	15
24	10	27	5	115	27
13	2	3	23	59	17
23	16	33	26	94	79
3	6	50	45	8	58
26	10	49	45	50	31
14	7	6	49	103	56
4	2	2	73	105	2
23	6	34	124	89	39
16	7	48	122	26	80
9	7	6	102	39	18
25	3	17	69	56	57
9	14	6	57	53	4
3	9	23	124	71	53
19	6	4	103	19	79
21	16	51	12	26	62
5	2	6	18	60	53
21	16	5	91	76	49
26	12	6	65	10	83
20	8	28	108	13	27
14	8	48	82	4	19
8	4	38	57	106	18
19	10	11	38	84	17
24	3	35	31	3	23
22	3	48	90	36	20
15	12	33	4	57	84
18	12	38	67	85	19
25	18	36	23	33	1
3	4	35	17	52	12
9	3	20	63	27	25
15	3	13	13	14	23
24	2	50	19	72	42
2	12	44	33	60	27
26	10	46	37	29	63
22	4	51	84	36	22
23	2	16	65	1	82
9	18	46	32	80	50
3	11	17	77	115	55
11	15	44	86	33	34
13	14	40	56	18	57
4	3	19	126	17	64
7	18	39	72	79	11
7	3	27	31	43	5
4	3	51	115	112	26
3	5	29	9	97	8
19	10	45	125	94	18
4	11	35	108	79	39
22	7	29	2	86	2
21	3	51	97	55	32
16	17	9	119	79	41
4	9	49	30	109	2
3	1	49	112	41	58
3	6	36	74	47	76
2	1	51	52	40	30
17	10	51	45	80	2
7	10	38	37	75	51
19	1	39	102	47	63
3	2	39	96	114	79
1	15	25	75	108	79
9	9	29	94	54	24
17	12	36	79	58	53
21	5	51	56	55	84
20	7	44	45	39	80
21	15	35	62	38	87
4	10	27	79	54	84
24	5	5	32	83	6
23	15	3	118	36	1
8	11	15	20	49	21
6	10	32	123	75	76
7	12	39	69	106	24
10	16	32	60	4	9
7	3	46	17	103	82
19	5	39	108	8	26
1	17	6	20	13	29
4	9	47	107	82	17
23	14	45	76	69	6
13	7	2	63	13	49
4	6	35	104	66	80
7	9	37	72	83	41
10	6	32	41	66	3
15	9	33	95	49	70
24	3	5	15	109	74
4	12	9	21	23	50
24	3	34	77	66	54
20	6	4	81	75	53
4	9	19	34	78	66
13	6	8	26	109	33
24	2	3	122	11	27
17	5	22	30	87	47
11	16	4	99	60	20
9	3	41	82	29	80
20	1	35	35	105	10
13	18	25	100	46	88
8	9	13	46	101	84
9	1	38	49	111	81
3	13	40	81	64	26
11	13	40	106	76	79
6	14	47	86	15	84
6	16	11	8	25	83
7	2	36	108	39	65
25	17	14	23	40	23
16	16	41	117	36	47
7	3	44	37	67	68
16	6	1	90	102	88
2	11	7	75	79	67
7	8	9	93	98	12
22	5	5	12	29	52
12	2	16	29	16	85
21	2	35	75	33	83
8	4	33	110	36	84
11	12	51	116	81	84
9	5	37	115	24	30
3	4	46	104	27	9
24	12	28	7	94	86
18	6	4	61	111	79
14	15	51	116	83	42
5	7	45	73	113	25
18	7	12	9	38	69
18	2	20	99	96	56
6	12	25	109	32	73
11	18	40	13	34	41
21	16	44	96	45	11
11	5	12	25	80	82
24	5	18	57	4	86
3	2	17	62	72	67
5	12	40	110	39	87
15	1	45	125	116	86
11	8	15	64	76	46
25	1	26	91	7	17
12	9	31	14	3	11
23	17	34	90	63	18
1	2	29	95	20	69
14	10	4	56	7	73
15	1	19	88	86	25
1	16	22	74	34	13
14	7	16	67	105	44
15	11	44	105	37	39
22	15	11	88	64	39
5	5	50	30	58	64
17	16	31	61	110	63
19	10	43	51	27	19
26	7	45	18	87	2
9	7	36	36	58	25
13	18	30	62	107	58
4	8	12	112	69	12
12	1	20	123	91	29
23	2	48	33	112	69
6	8	17	122	27	86
11	13	19	118	70	55
8	7	7	9	44	58
5	15	22	56	33	24
9	9	50	20	48	64
24	6	34	123	41	65
16	8	50	80	66	14
19	10	40	110	86	38
12	2	19	77	89	51
26	17	15	102	51	15
2	13	21	124	26	29
26	10	50	111	71	76
5	3	49	22	87	43
13	11	36	6	6	87
5	10	18	105	1	28
4	13	26	51	101	3
5	5	31	109	29	19
14	17	26	75	53	42
13	10	40	85	64	24
17	15	35	70	35	55
20	9	25	29	80	40
10	7	24	47	100	21
21	3	15	72	4	3
2	17	29	30	47	80
26	6	3	29	54	10
1	2	1	104	59	33
14	17	35	114	46	16
24	15	38	30	98	17
13	7	12	31	21	28
4	15	11	63	80	34
1	15	23	101	104	43
1	16	40	20	24	77
16	1	19	57	103	65
9	7	21	40	28	9
11	8	49	110	72	18
6	4	49	46	115	10
9	17	15	65	68	23
6	10	1	120	68	68
3	5	40	113	94	73
16	2	10	115	77	68
23	9	18	83	96	43
5	4	38	64	108	54
26	1	48	63	79	6
3	2	37	32	24	83
2	9	22	39	78	41
15	1	40	80	112	31
19	15	32	116	115	28
13	11	45	53	7	37
12	8	11	35	84	79
4	16	45	106	108	15
12	8	25	74	18	44
18	10	49	126	96	54
11	15	27	23	94	54
4	11	51	54	66	41
8	1	27	109	24	74
24	17	43	97	57	56
12	13	34	24	104	23
23	8	20	25	115	76
25	18	18	90	37	35
3	3	33	11	59	13
2	11	23	55	39	60
6	11	33	54	114	9
1	14	48	112	104	86
7	6	43	99	109	44
15	10	19	113	40	17
6	14	17	116	109	71
19	10	14	56	21	12
4	1	24	12	31	85
9	16	2	115	75	72
6	12	50	95	71	14
12	11	4	37	39	45
6	7	44	52	59	8
11	11	28	110	95	14
13	14	42	18	16	18
11	11	50	4	79	35
10	14	33	82	18	5
14	10	12	108	85	18
24	14	6	19	102	27
18	18	43	44	102	49
16	13	10	78	111	70
12	9	36	122	107	78
1	1	51	52	51	28
6	9	18	67	92	77
7	3	37	1	47	51
10	4	34	55	14	89
14	6	34	39	33	59
7	13	39	66	15	70
15	13	5	38	55	77
21	10	34	66	49	42
20	18	33	13	89	83
16	11	31	28	95	49
13	15	30	46	75	66
26	13	27	125	83	13
11	16	1	96	71	15
8	3	6	66	115	36
23	15	4	82	41	12
18	12	18	14	67	59
18	6	41	103	77	29
7	9	50	74	60	34
19	14	31	25	65	55
26	3	43	122	53	70
6	1	32	125	91	28
21	8	13	15	65	71
8	13	14	119	11	6
23	3	34	89	80	37
2	16	48	39	108	80
2	9	37	28	71	34
11	5	36	11	112	58
14	16	46	50	100	24
19	8	1	82	110	33
18	10	38	29	73	24
14	12	37	8	32	58
11	4	43	28	85	51
24	3	21	66	52	54
4	18	10	113	110	15
24	2	45	72	66	9
2	14	41	10	97	3
23	15	51	9	70	44
1	7	42	76	28	16
24	1	49	24	17	49
6	3	50	38	40	37
13	18	7	78	49	66
7	12	29	23	7	71
26	17	46	95	76	58
16	2	27	15	106	41
12	8	42	97	39	89
21	10	4	116	96	5
4	12	31	35	20	30
16	6	47	110	3	46
18	16	43	92	9	3
15	18	35	92	50	38
25	1	42	42	110	89
18	8	39	29	23	9
21	1	10	96	73	21
15	17	20	59	7	45
26	4	16	61	11	14
23	5	13	5	33	75
2	18	12	119	87	72
24	13	39	53	94	16
22	4	14	18	2	31
20	16	5	40	102	47
3	1	9	62	81	23
10	13	47	74	113	54
19	4	35	4	41	75
4	5	31	96	85	44
12	2	36	124	107	3
1	4	48	55	56	4
16	9	37	122	55	36
10	8	40	43	16	20
18	3	18	122	2	44
2	5	47	94	79	46
22	1	26	93	47	37
11	6	19	20	88	89
23	8	16	47	77	31
3	15	5	60	70	67
20	13	22	36	15	32
17	1	33	84	97	6
12	18	32	22	32	10
6	9	33	91	38	61
21	7	38	24	111	42
7	1	33	46	72	79
10	16	24	64	111	15
2	6	38	59	12	42
26	6	36	96	29	40
15	8	15	89	30	34
21	12	34	96	79	55
24	6	18	54	99	26
8	8	25	62	94	24
12	4	17	20	38	25
16	2	41	28	89	16
17	14	23	76	8	22
16	18	29	52	31	23
10	6	32	2	38	79
15	3	7	64	71	73
26	13	9	1	101	5
13	2	50	98	54	38
16	5	7	122	57	55
10	17	37	44	78	89
16	12	20	98	78	31
21	10	29	54	24	15
12	12	11	45	71	82
18	10	32	97	34	62
3	17	3	59	25	35
19	17	2	7	4	63
22	17	42	11	111	20
19	17	32	5	105	7
5	10	2	21	14	28
21	9	3	70	91	45
8	11	15	78	66	8
3	6	49	111	70	45
7	17	13	63	52	66
6	17	30	48	7	67
23	3	39	119	93	32
8	14	6	54	69	38
18	16	35	22	7	18
10	5	21	3	109	67
24	2	13	23	61	83
5	16	19	8	84	34
15	7	49	69	3	79
18	17	11	74	107	8
5	6	51	87	104	79
3	18	38	77	27	53
6	17	32	116	44	1
11	1	44	60	23	68
5	14	49	11	61	88
15	8	19	115	97	71
5	6	7	77	72	5
25	1	44	97	2	60
23	2	9	63	55	79
21	17	28	115	85	17
15	18	13	17	30	50
14	6	46	7	73	75
13	17	33	43	2	6
22	17	36	4	86	3
2	14	6	53	115	40
18	1	47	10	95	85
15	10	18	47	51	36
26	18	32	107	41	54
26	12	39	82	97	82
12	2	19	45	66	60
19	18	50	8	79	54
23	13	21	88	106	65
21	10	24	27	111	80
4	7	27	110	52	77
15	7	31	99	99	42
23	18	43	18	23	87
13	11	28	115	78	16
14	3	47	55	79	29
